gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
gene185	2.34689374492195313e1	1.75145230237494592e-1	3.28338761414221691e-1	5.33428430694897315e-1	5.93736994129848372e-1	9.45245610801545566e-1
gene186	3.07597675611113289e2	9.98344668054095830e-2	1.53477966244540992e-1	6.50480777457921100e-1	5.15381674464549189e-1	9.17827507370397311e-1
gene187	5.18320973041256821e2	4.93660371073773308e-2	1.34133847262919020e-1	3.68035645847194393e-1	7.12846652638795986e-1	9.69576465419506706e-1
gene188	2.36229357555626294e1	-7.50462890179338232e-2	3.66973590857765486e-1	-2.04500516896925277e-1	8.37962417326162945e-1	9.85143159485978415e-1
gene189	1.13986201580232223e1	-7.01263615200583446e-1	5.17082631164280326e-1	-1.35619255595879329e0	1.75037918030469364e-1	6.63306839404682269e-1
gene190	1.46151794829438643e2	-9.75413027615535805e-2	1.56908800102779744e-1	-6.21643290227579581e-1	5.34176404834133089e-1	9.22519610913523858e-1
gene191	1.34490502723617773e1	1.31029358472883134e-1	4.57318144082777711e-1	2.86516859582911954e-1	7.74482311305918603e-1	9.79794598361033553e-1
gene192	5.48652941404984595e0	-1.04827782832559335e0	8.03871251756865357e-1	-1.30403696616165332e0	1.92220989658702546e-1	6.89483819817905519e-1
gene193	1.93009127607211610e2	-1.47678059763713676e-1	1.49264462509540174e-1	-9.89371865753208901e-1	3.22481248634694906e-1	8.29851892327516549e-1
gene194	6.32332265719742281e2	-2.29366330737524687e-1	1.09864796450371546e-1	-2.08771451955617771e0	3.68235908556395139e-2	2.63598183247859164e-1
gene195	1.07206886466210267e3	-1.39822031613134778e-1	1.03153976667227795e-1	-1.35546913585500661e0	1.75268143768573331e-1	6.63548411315330156e-1
gene196	2.74567243850990963e2	6.75482746455854932e-1	1.63286830736752125e-1	4.13678643530570511e0	3.52203654038600272e-5	4.08085268682282837e-4
gene197	1.00041624327704289e3	-1.02825607465696953e-1	1.36229627615381987e-1	-7.54796216253377561e-1	4.50371244243216062e-1	8.93014471096522544e-1
gene198	1.60280296978439935e2	-3.52558864246214979e-2	1.96970654835489201e-1	-1.78990552953521814e-1	8.57945136574925660e-1	9.87352810925777757e-1
gene199	1.06450196109670451e4	-6.51482806416546767e-2	1.01907342655622152e-1	-6.39289367615165638e-1	5.22634662289899632e-1	9.20658225715452194e-1
gene200	1.97473990110596409e-1	9.09675426727868164e-1	3.05154233433060451e0	2.98103492287750682e-1	7.65624201632480683e-1	9.78335772911881785e-1
gene201	5.90841169960906996e1	-2.64758579421781270e-1	2.54607175748795322e-1	-1.03987084669994423e0	2.98399925311119529e-1	8.10337418608698346e-1
gene202	1.68236737716333721e2	9.04414958181491285e-2	1.71683646239199211e-1	5.26791559937753173e-1	5.98338297966293675e-1	9.47166557660695685e-1
gene203	8.85769508260464988e0	6.45390821540463899e-1	5.71956744896927827e-1	1.12839096190179489e0	2.59154860611248261e-1	7.74085314316781514e-1
gene204	6.26057500251354995e1	-1.66037299301854624e0	2.20751382362216059e-1	-7.52146136187791559e0	5.41673314885835122e-14	9.45272109663731044e-13
gene205	5.53921147150677257e2	-3.15010147201226332e-1	1.10634700867919669e-1	-2.84729966936231538e0	4.40918356611528627e-3	4.24201546823394574e-2
gene206	4.73441546642516453e0	1.32409679420075789e-2	7.99554130180972544e-1	1.65604396778121742e-2	9.86787250047663433e-1	9.97831388940843000e-1
gene207	8.58539519844934951e0	-2.57691694877077548e-1	5.61112280601151259e-1	-4.59251568333164828e-1	6.46053487382502567e-1	9.57331051027972224e-1
gene208	3.23481102897857113e2	3.03674169333239430e0	1.54654840208078487e-1	1.96356071963001391e1	7.67578065299226972e-86	8.22422756093994268e-84
gene209	3.95906966028247723e2	1.26113422377142265e-1	1.30457430755439113e-1	9.66701717540027983e-1	3.33693180809697398e-1	8.36950840233690707e-1
gene210	1.45672304242124000e2	-1.10604066087969924e-1	1.66278327359167616e-1	-6.65174276435081424e-1	5.05938993746578802e-1	9.15618739050953145e-1
gene211	8.86813824557976638e0	8.61429255963052642e-1	5.62893963684496512e-1	1.53035795645143202e0	1.25928150053690263e-1	5.71537714056022161e-1
gene212	2.14956839015759471e2	1.20298319155470068e-1	1.63016038382185147e-1	7.37953886926359104e-1	4.60542447693686796e-1	8.98162346028398395e-1
gene213	1.64917124302678069e1	-1.35020097377947429e-1	4.20156698106749493e-1	-3.21356527187013408e-1	7.47940240616814855e-1	9.74247131261374522e-1
gene214	1.32988854084203856e-1	1.04447430315907130e0	3.05477545231983294e0	3.41915246950765250e-1	7.32414683632364283e-1	9.72471624804733481e-1
gene215	1.49269324112157960e2	-1.88206209498129340e0	1.56317986521033764e-1	-1.20399586565046235e1	2.19065428239686474e-33	6.87520459746253841e-32
gene216	1.43725524286367602e2	-1.21790133841558845e-1	1.61919980964228355e-1	-7.52162476281818093e-1	4.51953335416278135e-1	8.93900419114985634e-1
gene217	2.67902645731617554e2	-3.70755751961992439e-2	1.32405192528822852e-1	-2.80016021185335140e-1	7.79465243855227197e-1	9.80184429883317998e-1
gene218	1.65171224410541186e2	-8.25805514065538065e-2	1.63841721331513451e-1	-5.04026390442165129e-1	6.14242787868747642e-1	9.52133313650965984e-1
gene219	1.54879170749439599e1	-2.34845046911381083e-1	4.00205481785077088e-1	-5.86811169761788043e-1	5.57330487150051512e-1	9.31810747913333959e-1
gene220	4.15933680352236991e2	-1.55320303212561339e0	1.34351393053543877e-1	-1.15607512272433652e1	6.51364476246866870e-31	1.90337868726155558e-29
gene221	1.31646008119861140e1	-4.15487690257626219e-1	4.29789213668228809e-1	-9.66724331472770482e-1	3.33681872841202820e-1	8.36950840233690707e-1
gene222	1.63108080633943382e3	1.72112537748610843e-2	1.19939248101055371e-1	1.43499763816758830e-1	8.85895486978400815e-1	9.91598566066091647e-1
gene223	7.11296199120794057e1	2.64311643244291017e-1	2.45075216104072152e-1	1.07849193176698077e0	2.80814298046619282e-1	7.94010252127344884e-1
gene224	4.53503635622245724e1	-1.36886112052304054e-1	2.26602335196544658e-1	-6.04080765247080098e-1	5.45789901210612327e-1	9.28078816916238392e-1
gene225	4.82426001757099527e1	-1.71694899860976025e-1	2.44392693189987603e-1	-7.02536960577224368e-1	4.82344329474490408e-1	9.05400785730161028e-1
gene226	9.97448500202027759e1	-1.13983416625585685e-1	1.85867173039570260e-1	-6.13252005513201359e-1	5.39709677804365517e-1	9.25850715953790426e-1
gene227	3.56442216555913518e1	-8.58469825682939836e-2	2.72946702347847903e-1	-3.14519215033010890e-1	7.53126744536681603e-1	9.74425483609631993e-1
gene228	1.50866120960140961e2	1.05103048404529886e-1	1.57209094935042454e-1	6.68555775656348827e-1	5.03778854248510433e-1	9.15618739050953145e-1
gene229	2.83638647361599361e1	-3.68846209098885547e-1	3.05886939608718489e-1	-1.20582529470105082e0	2.27884875630649963e-1	7.38669645590026458e-1
gene230	2.07587165466902746e2	4.45700895414840870e-2	1.64080516691260225e-1	2.71635477753576104e-1	7.85902349936793976e-1	9.81696588090372302e-1
gene231	1.20038687744735034e3	8.76231703723560768e-2	1.25950350522283344e-1	6.95696121598753603e-1	4.86619122795464265e-1	9.08222832265686675e-1
gene232	2.60230633109134374e2	1.45247735190646710e-1	1.28175383319765551e-1	1.13319524723628029e0	2.57132287083322975e-1	7.72579213252156172e-1
gene233	3.67175227787532137e1	1.06065405286613790e-1	3.32511209002444574e-1	3.18982946784912791e-1	7.49739462263099177e-1	9.74252352188242132e-1
gene234	2.33037501262777553e1	-4.39467057074456047e-2	3.57898624512961339e-1	-1.22790932117298676e-1	9.02272623576858335e-1	9.92626236921754890e-1
gene235	5.28984760869725150e1	-2.87800366798926344e-1	2.30586634090620579e-1	-1.24812250256370350e0	2.11986212349937309e-1	7.18482499136133157e-1
gene236	6.36380863991315167e1	4.88970349329461221e-2	1.99973984886627543e-1	2.44516980349557073e-1	8.06830488133090107e-1	9.84622332248054510e-1
gene237	3.73404999141813860e1	-8.99373395719850199e-1	2.77653615028774059e-1	-3.23919209777493933e0	1.19868818603324876e-3	1.24225984708562741e-2
gene238	1.79576193491385858e1	-1.64534700988964250e-1	3.93228080412380498e-1	-4.18420527894182381e-1	6.75639657833449259e-1	9.64736171165924694e-1
gene239	5.98187629896546369e1	-2.05480799759622489e-2	2.08300799536334069e-1	-9.86461886929917015e-2	9.21419139086410710e-1	9.93766132701380478e-1
gene240	6.23936273723562618e0	-4.51362186056739126e-2	6.32452179542797976e-1	-7.13670061795076000e-2	9.43105589349295448e-1	9.93897460490620999e-1
gene241	9.27872217261021603e1	3.51414516324558071e-2	2.13648822859446558e-1	1.64482308688283119e-1	8.69351479775794078e-1	9.89311269823739181e-1
gene242	6.75586584160708867e2	1.68917079815583647e-2	1.37313386129846227e-1	1.23015741273652918e-1	9.02094601679320873e-1	9.92592939314663636e-1
gene243	1.19762645749756643e3	-7.80140220012017355e-2	1.09770067788691847e-1	-7.10703961223557501e-1	4.77267675254717028e-1	9.04158127561105140e-1
gene244	7.46860838418334197e2	5.81778301585161653e-2	1.14838354846977950e-1	5.06606266138504790e-1	6.12431066265233137e-1	9.51879963256830774e-1
gene245	6.19374354012148931e0	4.01695703108445268e-1	6.94958876668538506e-1	5.78013630150427615e-1	5.63254869482144205e-1	9.33983772306341997e-1
gene246	4.43138937413857821e3	1.21084824224122076e-1	1.18668401010909877e-1	1.02036281935736239e0	3.07556436460922400e-1	8.17877330957233584e-1
gene247	1.81823616512931849e1	-6.18318174466886861e-1	4.50439126306632631e-1	-1.37270085646594575e0	1.69845370112656879e-1	6.55850975908109923e-1
gene248	1.05965785710233718e2	2.97037842653033790e-1	1.71678212100440569e-1	1.73020116541784241e0	8.35943360142591546e-2	4.53566981330838725e-1
gene249	1.02922932043256199e0	-1.94350090691988298e0	1.52670237270494824e0	-1.27300575519278736e0	2.03016012045837524e-1	7.05100307279933780e-1
gene250	8.30811034212631796e1	8.15371875133938662e-2	2.16678096732367098e-1	3.76305629147673515e-1	7.06689688884142742e-1	9.68541019218275623e-1
gene251	3.03477818352224995e3	-6.60160491671067523e-2	1.22303888017071080e-1	-5.39770650282943465e-1	5.89355162584088710e-1	9.43370351648690542e-1
gene252	8.44419820827301919e1	-3.27633421768758551e-2	2.16377905482074306e-1	-1.51417225820175583e-1	8.79646598286082715e-1	9.90926293439790884e-1
gene253	6.15262452482719368e2	-1.02940427944860247e-1	1.10311680306158413e-1	-9.33177952318013482e-1	3.50728105637013010e-1	8.48241405426424677e-1
gene254	2.73562266237823621e1	-8.78693777899102746e-2	2.58900717875780673e-1	-3.39394106400545292e-1	7.34312867491124899e-1	9.72471624804733481e-1
gene255	2.14326281316155132e2	1.60078295902233192e0	1.58356358978991391e-1	1.01087380976895442e1	5.05309195106261916e-24	1.20458217096563325e-22
gene256	2.95672381058368439e0	-1.13598940924655847e-1	1.16294660851789877e0	-9.76819916689300460e-2	9.22184758294249396e-1	9.93766132701380478e-1
gene257	7.41348486038467485e1	-1.16670630792441166e-1	1.77340665348264925e-1	-6.57889889853075727e-1	5.10608848785348735e-1	9.17801488037306545e-1
gene258	5.54686285962815759e1	6.22959614413179263e-1	2.59719273037304799e-1	2.39858831856386878e0	1.64584057627059840e-2	1.37930853004612108e-1
gene259	2.04128918475012512e2	4.79403084876979940e-2	1.65962341140751202e-1	2.88862570617994863e-1	7.72686575804368836e-1	9.79589790889454415e-1
gene260	5.31092013267775442e0	3.10835110970673512e-1	6.50603687689291887e-1	4.77764139448159264e-1	6.32818047822390484e-1	9.55127303584304532e-1
gene261	2.88580063789758867e1	1.89372508413185557e-2	3.17105967402703082e-1	5.97189986565895489e-2	9.52379357286312511e-1	9.93897460490620999e-1
gene262	2.64098698388468840e1	2.19354800986858028e-1	3.48488498371314959e-1	6.29446314618783198e-1	5.29056861889205865e-1	9.21751974864714718e-1
gene263	1.85779948634110525e2	5.46852421024429311e-2	1.66930857816089656e-1	3.27592170901622737e-1	7.43220056828097775e-1	9.73736332150715866e-1
gene264	1.12672536139330077e1	1.16515779641560213e0	8.43642292055007736e-1	1.38110406198037161e0	1.67246973675822863e-1	6.50989245778412884e-1
gene265	0	NA	NA	NA	NA	NA
gene266	2.05533105762305468e2	-2.69193457839351155e-2	1.34385098706715334e-1	-2.00314960832706751e-1	8.41234290299810117e-1	9.85317828129333440e-1
gene267	1.51757340897090849e1	-4.22662909289351518e-1	4.38744905186451983e-1	-9.63345452660547386e-1	3.35374202736902716e-1	8.37559100565990144e-1
gene268	2.95202567131360240e2	-4.29221063840448738e-2	1.50838494065034662e-1	-2.84556715115034387e-1	7.75983806496631900e-1	9.80107352089674255e-1
gene269	1.95834965760510357e2	-1.02701237651878302e-1	1.70437420715758459e-1	-6.02574465282216365e-1	5.46791765584577871e-1	9.28506210528513787e-1
gene270	4.43608230150800466e2	1.81655303985077191e-2	1.29244922843622240e-1	1.40551210823861933e-1	8.88224480039179309e-1	9.91598566066091647e-1
gene271	4.41800997922070565e2	-1.11939433503553546e-3	1.37204677208927456e-1	-8.15857270908473299e-3	9.93490466643162873e-1	9.98311799660568711e-1
gene272	3.53176185713378885e1	-1.05686755155556131e-1	3.81658500935258438e-1	-2.76914453357044454e-1	7.81845825573077025e-1	9.80969295765721894e-1
gene273	1.25313246779465404e0	3.75966105725793143e-1	1.41789714960380908e0	2.65157529818609294e-1	7.90888144101905222e-1	9.82582745702067828e-1
gene274	7.22290912401925400e0	1.44281289054613598e-1	5.74896969733949215e-1	2.50968950351893649e-1	8.01838150344367673e-1	9.83976417553601101e-1
gene275	2.02689609821981293e2	1.63247359050926133e-1	1.52355141113337006e-1	1.07149229004019220e0	2.83948153069966625e-1	7.96159219884579827e-1
gene276	4.94999029532699808e1	-4.47505566779556774e-1	2.40028424980543914e-1	-1.86438571521614760e0	6.22675527302806037e-2	3.78101784997489976e-1
gene277	8.43688458742397707e0	2.66751803927019637e-1	5.37348276839997530e-1	4.96422553908083874e-1	6.19596272694500350e-1	9.53270469650752794e-1
gene278	1.66085051602057154e0	2.62277029843157372e0	2.12324593325742228e0	1.23526448695832225e0	2.16732100234324015e-1	7.24495568358086595e-1
gene279	5.82323784568917535e0	2.11466992440679069e-1	7.79346247272815540e-1	2.71338950024678283e-1	7.86130384448349373e-1	9.81696588090372302e-1
gene280	4.54640486035453435e1	7.95786328980286617e-2	2.50856107853375587e-1	3.17228205360429449e-1	7.51070468159321103e-1	9.74252352188242132e-1
gene281	2.44905752750625311e2	-1.45614442235702021e-2	1.66776548715122652e-1	-8.73111018051054566e-2	9.30424162685560829e-1	9.93766132701380478e-1
gene282	9.52064764547865110e1	3.34202393341100967e-1	1.73979224965254892e-1	1.92093276313792050e0	5.47401800762381610e-2	3.48535798319281276e-1
gene283	1.22429685647842462e3	6.29607061755892011e-2	9.97126508755260960e-2	6.31421445752000876e-1	5.27764954523040841e-1	9.21618384122292800e-1
gene284	8.39900236575523138e1	1.95994706751401543e-1	2.09591639559809723e-1	9.35126549718467537e-1	3.49723095089978453e-1	8.47268607105297944e-1
gene285	5.27281119454344434e2	2.08171269489160204e0	1.17893593207294922e-1	1.76575557522560231e1	8.90116231050259253e-70	6.60588488935179662e-68
gene286	2.91068474836792674e1	-4.89073481820608280e-1	2.88314861926136257e-1	-1.69631727810793431e0	8.98258062824367626e-2	4.71616722482644690e-1
gene287	9.13297065765367755e0	-9.67361217097753467e-1	5.12316844670676730e-1	-1.88820888315625202e0	5.89979090689432203e-2	3.64805873358662602e-1
gene288	6.62947534273532284e1	2.56089910994015291e-1	2.27906936536591553e-1	1.12366001178247954e0	2.61157304303724969e-1	7.75648869965564036e-1
gene289	6.75694237141344502e2	8.74235181208713602e-2	1.06817894444016639e-1	8.18435137444972871e-1	4.13108757067700116e-1	8.78457633031122676e-1
gene290	1.81294848241071668e4	-2.61178793103069712e-2	9.94602513993263909e-2	-2.62596152159774832e-1	7.92861900167926459e-1	9.82604698039735824e-1
gene291	1.03677405152718993e1	-1.43023084238226877e-1	5.44513152858021821e-1	-2.62662313091120425e-1	7.92810900867959800e-1	9.82604698039735824e-1
gene292	3.32090727179401142e2	1.50273162116571185e-1	1.29466657836279808e-1	1.16070936431063765e0	2.45760129247179521e-1	7.60865259019683604e-1
gene293	2.36523549336707902e3	3.84349271735268117e-3	1.06998777036977466e-1	3.59209032456924010e-2	9.71345355695190094e-1	9.95272823422040376e-1
gene294	1.99579484303134969e1	-3.72887323675448523e-1	3.79058535119901674e-1	-9.83719634640330409e-1	3.25253396899838565e-1	8.30778165577811922e-1
gene295	1.12185657675375637e2	-2.62958563479304186e-1	1.91071261325647529e-1	-1.37623293872089625e0	1.68749534466098777e-1	6.53900344618876583e-1
gene296	2.75126753834898693e2	-2.27469848414675629e-1	1.54941472750256076e-1	-1.46810175724433156e0	1.42076587045868896e-1	6.06304989986535592e-1
gene297	1.05053788088114243e3	7.15907919635811324e-2	1.10167677819607776e-1	6.49834809814238579e-1	5.15798890949538791e-1	9.17827507370397311e-1
gene298	4.20106251737493075e0	9.92913759728664136e-2	7.73339738502766827e-1	1.28392957233906813e-1	8.97837978671560011e-1	9.92057177394178868e-1
gene299	3.03589527447278540e0	1.23252108256768111e0	8.91895748552550938e-1	1.38191160185248996e0	1.66998851982589958e-1	6.50809772980149526e-1
gene300	1.05828636043908460e2	1.00439411456599403e0	1.59865031694347015e-1	6.28276305281282088e0	3.32607776263850412e-10	4.96519878139496247e-9
gene301	2.66580682037353881e2	-1.56060221572967145e-1	1.36081941493056469e-1	-1.14681066319832059e0	2.51459898402879078e-1	7.65554398394864610e-1
gene302	1.06932890163307182e1	4.54563461919160083e-1	4.54779583502669393e-1	9.99524777295751177e-1	3.17540557372884336e-1	8.24841833780897149e-1
gene303	3.01807777628834302e1	6.32065052126841997e-2	3.32085330737765361e-1	1.90332120579562364e-1	8.49048908371475841e-1	9.85898868306747667e-1
gene304	6.15818901434849522e2	3.34628091464227520e-2	1.32507082532272641e-1	2.52536004166213135e-1	8.00626823537675558e-1	9.83589353099556307e-1
gene305	1.96390195928237245e3	1.21916901101866721e-2	1.22929356468774981e-1	9.91763925265764928e-2	9.20998162512096763e-1	9.93766132701380478e-1
gene306	3.17420061189738362e2	1.63265628197748591e0	1.64091997931270245e-1	9.94963985179412624e0	2.53097502358075690e-23	5.86509316801638422e-22
gene307	3.66026280842756861e1	-4.25028797505914491e-1	2.93846821595468433e-1	-1.44642979358490731e0	1.48056694009980006e-1	6.16396668637220868e-1
gene308	2.98228275090742500e2	-1.86963634665092998e-1	1.21672143613293676e-1	-1.53661823580024204e0	1.24386824285099645e-1	5.67067121100841898e-1
gene309	7.91638618660718834e1	1.04009238580332480e-1	2.21244119383902149e-1	4.70110748570252202e-1	6.38275857302554983e-1	9.56683027049266776e-1
gene310	1.09933395524430375e3	-6.05787483462891675e-3	1.09612996914974309e-1	-5.52660268866469323e-2	9.55926444397590336e-1	9.93897460490620999e-1
gene311	1.31125490168038567e2	-3.41946448305597894e-1	1.94604327246033465e-1	-1.75713692056437920e0	7.88944695280369701e-2	4.39518954489235558e-1
