gene	normal_1	normal_2	normal_3	normal_4	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8	tumor_9	tumor_10	tumor_11	tumor_12
gene367	92	40	213	58	101	107	198	182	92	161	179	237	245	49	52	98
gene368	159	78	367	155	110	191	184	514	215	381	281	489	276	49	248	222
gene369	4695	2253	9028	4586	4060	5144	5941	13955	7691	8163	5507	10883	12130	2383	4528	4594
gene370	330	128	658	273	291	399	351	984	491	425	496	891	613	169	308	434
gene371	0	0	4	3	0	0	0	0	0	6	14	19	3	0	0	0
gene372	454	227	713	354	281	584	548	867	478	585	493	885	1051	186	357	330
gene373	103	58	229	106	135	191	159	378	172	181	139	372	298	40	64	128
gene374	18	8	47	13	8	38	47	44	51	44	15	93	38	14	13	18
gene375	219	147	602	232	263	348	265	726	378	389	298	687	642	143	239	270
gene376	2	4	2	2	4	9	8	6	1	35	11	16	1	0	0	0
gene377	189	92	246	118	119	179	221	405	162	294	144	345	449	57	123	119
gene378	84	29	139	55	60	103	126	162	121	80	112	160	119	38	75	93
gene379	338	144	817	420	266	310	400	709	629	565	442	736	564	123	318	390
gene380	9	2	2	0	0	0	0	1	6	0	0	1	0	0	6	0
gene381	0	0	0	5	1	2	4	0	12	0	0	4	0	0	4	1
gene382	6230	3288	12852	8084	8945	12123	14112	23419	17064	16996	13753	23396	26827	5820	11542	9323
gene383	107	75	251	97	101	152	133	189	193	198	111	227	267	43	108	113
gene384	233	97	294	168	112	169	211	451	266	341	198	353	342	97	227	125
gene385	35	12	52	25	22	22	26	67	23	57	35	33	34	7	19	10
gene386	77	41	148	93	75	92	134	258	152	130	107	304	189	53	109	95
gene387	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0
gene388	282	186	520	392	315	411	393	908	523	543	418	972	512	140	425	327
gene389	0	0	13	3	0	3	8	5	0	1	0	9	25	3	2	4
gene390	34	19	49	42	23	39	18	57	39	19	27	40	31	11	42	10
gene391	10	5	3	9	10	10	18	11	11	18	9	64	15	6	2	1
gene392	56	24	145	74	42	85	171	161	91	142	91	203	217	50	63	88
gene393	0	9	5	1	2	7	9	14	1	15	7	17	6	2	4	1
gene394	6	3	37	10	14	24	20	36	5	32	17	18	32	6	11	12
gene395	108	35	191	58	102	94	162	162	100	146	115	226	163	52	151	43
gene396	110	44	144	123	117	93	141	178	174	155	154	221	302	57	125	111
gene397	188	58	255	168	119	173	204	394	272	344	247	382	305	76	116	142
gene398	2	2	0	0	2	2	9	0	0	15	8	2	12	7	4	1
gene399	2	3	9	6	5	15	13	31	1	3	25	26	25	1	6	18
gene400	379	154	707	318	1544	2230	2280	3496	2380	3120	2330	4811	4338	845	1797	2010
gene401	30	5	36	25	15	26	10	30	24	73	38	34	70	16	18	18
gene402	691	233	903	438	455	718	589	1096	887	985	717	1468	1598	235	570	459
gene403	7	5	4	9	24	15	5	26	23	15	4	11	24	1	11	18
gene404	637	354	1288	473	473	715	1304	1725	1009	1049	998	1834	1130	347	1006	657
gene405	1054	498	2095	1260	1022	1342	1343	2811	1762	2056	1132	2688	2119	685	1424	1295
gene406	308	103	491	185	207	254	488	485	347	398	295	578	487	124	268	279
gene407	163	54	394	128	30	62	52	100	58	57	40	58	74	22	41	63
gene408	1549	628	2702	1496	1064	1412	2161	3750	1932	2625	1799	3529	2966	797	1470	1602
gene409	33	13	117	59	25	44	57	82	47	104	52	71	53	18	32	47
gene410	0	3	2	0	0	1	0	0	0	0	48	14	0	11	0	0
gene411	28	20	29	22	9	34	25	49	23	61	33	87	71	8	15	36
gene412	2	0	1	5	0	1	0	0	10	1	0	0	0	0	0	2
gene413	205	80	382	144	513	1155	896	2426	1456	1621	1117	2144	1943	549	901	712
gene414	48	46	148	87	70	72	44	188	89	53	110	159	51	29	34	77
gene415	60	20	116	41	73	248	387	471	94	299	187	373	276	95	127	228
gene416	186	72	239	99	120	141	212	282	145	269	236	342	338	53	172	197
gene417	1	2	5	5	1	19	0	39	8	1	13	6	11	1	7	13
gene418	134	38	101	104	70	89	136	157	83	155	104	129	159	46	102	122
gene419	23	13	67	34	25	31	33	66	31	61	47	80	79	2	62	47
gene420	1	0	1	4	4	5	3	4	12	5	11	20	3	6	16	11
gene421	0	0	0	0	0	1	0	0	0	0	0	8	1	0	0	0
gene422	206	86	247	213	117	271	224	351	286	387	251	461	387	104	184	206
gene423	23	27	60	37	44	27	27	55	50	41	29	113	126	11	45	45
gene424	1654	836	1887	1220	975	1389	2121	3050	1854	2966	1999	3651	3553	574	1610	1288
gene425	12	3	13	7	5	12	13	8	3	9	4	17	14	4	1	3
gene426	538	274	980	583	442	471	835	1209	792	482	527	1429	1170	189	444	563
gene427	81	71	211	79	90	85	117	222	106	149	117	217	271	42	98	100
gene428	0	1	12	21	10	8	0	41	3	25	11	34	13	2	3	0
gene429	29	15	81	44	13	65	33	103	66	70	58	75	98	13	30	39
gene430	485	308	1165	486	2428	3710	3920	7988	4775	5217	2875	8948	8992	1748	3467	3188
gene431	141	74	366	159	116	192	268	345	207	281	193	367	232	101	103	111
gene432	12	12	78	11	20	51	20	62	43	15	30	65	33	10	23	31
gene433	49	25	50	10	41	36	86	158	41	80	40	120	129	17	27	18
gene434	60	48	182	67	97	110	94	288	112	90	177	270	170	37	76	125
gene435	206	135	738	351	221	246	352	594	359	398	326	906	517	130	272	223
gene436	0	2	0	0	0	0	0	1	1	0	2	0	11	0	0	0
gene437	272	107	410	202	159	262	234	514	337	285	284	422	505	135	170	192
gene438	17	6	16	14	8	6	1	3	11	9	18	14	15	10	18	5
gene439	1297	445	2166	1223	1509	1780	1828	2898	2020	1545	1516	2930	2654	616	1733	1825
gene440	4	0	0	2	7	11	1	3	0	18	9	1	1	1	0	1
gene441	8	5	10	7	2	16	12	0	6	60	2	20	31	7	16	6
gene442	2019	817	3072	1861	2085	1714	2353	3401	1953	2985	2436	3210	4243	678	1686	1586
gene443	170	70	384	144	132	181	198	541	211	314	228	313	484	58	164	148
gene444	37	17	51	23	41	43	21	70	49	10	60	70	109	5	16	39
gene445	216	82	390	118	25	47	47	125	42	52	35	111	84	14	40	25
gene446	6	1	3	1	0	11	4	16	0	3	1	11	7	3	5	1
gene447	3	0	6	2	0	1	2	6	2	1	3	24	11	1	5	5
gene448	7	2	21	1	4	12	13	32	8	3	14	5	53	4	1	2
gene449	68	19	21	30	14	22	50	53	29	51	59	78	67	12	18	27
gene450	5	6	37	13	7	29	20	21	20	17	17	12	88	2	14	5
gene451	5	0	7	1	1	0	1	4	1	7	7	22	3	0	0	4
gene452	4526	1727	7723	2425	2663	4345	3778	9049	4258	6780	4943	9322	8592	1832	4131	3578
gene453	7	7	18	2	6	2	20	34	2	23	0	20	9	1	7	18
gene454	21	9	55	29	2	6	30	14	18	11	14	6	26	8	8	8
gene455	498	384	803	478	438	614	808	1009	770	677	633	1259	1085	275	440	442
gene456	9	0	7	9	0	4	8	21	13	3	9	4	6	8	15	3
gene457	7	0	7	13	2	1	1	10	3	13	10	7	11	0	1	9
gene458	2	1	15	1	0	2	1	40	3	16	7	19	28	2	17	1
gene459	186	79	271	131	174	124	149	350	220	184	141	328	272	53	147	113
gene460	16	5	24	9	27	14	24	47	29	18	13	72	57	13	8	34
gene461	31	15	53	66	38	25	58	106	68	34	71	86	70	28	50	52
gene462	23	27	90	70	38	49	37	77	42	59	27	113	26	14	71	21
gene463	89	53	141	112	86	84	202	196	102	218	120	119	149	46	69	85
gene464	230	107	376	272	190	329	515	585	343	485	301	709	542	148	229	217
gene465	64	14	93	86	23	21	36	99	53	36	111	101	87	8	53	50
gene466	0	0	3	0	1	2	1	6	2	0	2	1	0	0	4	2
gene467	16	0	22	10	6	2	33	29	25	12	7	31	41	3	6	0
gene468	24	26	101	39	34	16	25	72	32	39	64	53	64	19	30	37
gene469	569	342	1435	694	479	1112	1184	1321	1198	1078	841	1897	1670	386	792	903
gene470	18	15	53	41	5	37	39	56	56	35	47	14	61	15	14	33
gene471	18	21	79	61	5	20	30	30	24	53	38	51	28	7	25	24
gene472	11	12	15	10	5	18	13	30	11	29	18	69	77	5	5	19
gene473	36	29	58	28	19	58	73	154	42	39	51	67	78	22	31	24
gene474	0	0	8	1	10	0	0	8	1	2	6	3	0	2	8	0
gene475	2579	1588	5081	2297	2895	3257	4626	5875	3759	3030	3619	7568	4430	1437	2799	2276
gene476	72	26	136	39	56	44	64	185	46	48	69	192	152	20	49	55
gene477	119	36	300	95	68	163	198	252	124	263	111	182	260	65	154	131
gene478	1687	722	2113	1692	993	1474	2074	4186	1729	2868	1673	2984	3697	617	1844	1030
gene479	27	11	86	29	18	19	29	57	34	35	37	57	35	10	37	19
gene480	92	11	37	27	26	46	39	58	57	69	44	105	66	17	33	59
gene481	40	37	56	30	31	52	39	109	66	80	64	128	86	16	67	32
gene482	7723	3720	13851	8127	4945	7153	10037	15132	10345	12650	7881	16976	19252	3849	7640	7293
gene483	56	13	162	23	26	62	115	50	39	55	53	61	88	28	35	43
gene484	104	43	115	60	45	93	116	152	84	99	81	109	114	36	67	60
gene485	18	24	45	22	10	18	35	60	31	40	26	41	15	10	7	19
gene486	352	118	519	261	203	338	451	890	286	485	308	849	613	113	391	281
gene487	957	498	1772	717	760	1019	1855	2956	1184	1720	1046	2258	2246	481	1036	867
gene488	2	0	4	0	3	1	3	0	0	8	2	1	0	0	1	9
gene489	91	34	180	86	61	74	129	145	56	82	47	114	150	34	30	39
gene490	0	12	5	7	0	0	0	1	0	0	0	0	0	1	1	0
gene491	431	174	680	386	265	422	677	957	633	735	469	1158	664	195	292	331
gene492	583	370	1198	799	566	786	1074	1719	869	1005	939	1745	1098	316	735	550
gene493	66	11	95	30	35	69	37	165	48	89	86	95	58	37	66	28
gene494	27	11	59	7	22	11	21	65	16	42	31	39	26	5	11	16
gene495	933	331	1349	586	651	978	999	1730	1162	1143	993	1665	1868	416	863	827
gene496	1	0	14	1	1	5	3	7	2	4	10	5	4	3	3	6
gene497	9	4	2	15	5	2	15	7	5	7	13	10	34	1	9	0
gene498	1189	566	2182	1191	182	277	390	587	347	357	304	574	589	108	189	245
gene499	323	139	602	264	217	461	355	772	405	624	336	684	700	193	399	310
gene500	16	5	13	23	10	23	17	44	11	21	13	73	23	7	15	11
gene501	15	11	84	24	52	34	36	29	31	35	21	49	32	9	31	18
gene502	23	7	22	14	17	11	27	60	26	18	10	11	12	6	21	17
gene503	6	15	46	19	11	10	8	29	15	13	13	9	33	3	9	4
gene504	510	188	741	556	358	503	508	941	556	714	595	1067	851	181	483	408
gene505	23	2	27	5	4	15	15	11	13	4	5	38	24	2	2	8
gene506	0	0	0	0	0	0	0	0	0	4	2	7	0	0	0	0
gene507	0	8	3	1	0	4	7	3	1	2	4	4	9	1	2	1
gene508	6	8	25	20	7	18	23	25	18	12	19	20	46	12	9	14
gene509	1	0	28	0	4	18	11	2	10	3	0	3	4	2	3	0
gene510	0	0	0	0	0	2	0	0	0	2	5	0	0	0	1	0
gene511	26	8	36	5	17	112	264	280	131	143	144	171	207	33	85	35
gene512	5098	2054	12749	3711	3462	6497	5353	13822	6085	8616	5418	11084	12785	2657	5202	5511
gene513	1172	559	2144	1018	1008	821	1404	2817	1379	1813	962	2711	2105	501	971	1088
gene514	228	66	247	181	68	137	135	443	164	398	200	406	291	70	200	128
gene515	3	0	8	2	4	1	11	6	10	18	3	8	1	0	3	13
gene516	19	12	1	9	5	1	16	15	5	2	11	6	40	0	5	3
gene517	18	15	51	18	18	28	47	87	39	35	53	96	13	2	77	19
gene518	537	190	1123	537	382	485	731	1239	623	736	576	1111	931	269	486	554
gene519	118	54	298	181	128	197	307	324	216	255	178	439	223	77	155	140
gene520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene521	283	99	585	363	129	384	424	933	396	469	328	767	727	135	348	388
gene522	271	140	521	232	494	1218	970	1589	743	1023	972	1741	2119	361	621	687
gene523	30	11	46	41	57	139	157	273	119	69	199	352	127	70	88	46
gene524	4	1	2	8	24	6	10	38	16	5	24	31	7	7	1	3
gene525	0	0	0	0	0	0	2	3	0	0	4	14	4	1	0	0
gene526	119	44	191	79	63	110	76	262	73	178	89	327	257	32	80	112
gene527	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene528	343	132	447	171	141	219	381	415	352	429	270	498	411	121	166	137
gene529	44	44	143	44	42	50	65	67	84	58	69	118	181	6	59	60
gene530	5	15	18	2	3	7	9	5	25	15	20	16	33	3	6	9
gene531	27	4	37	8	4	25	17	9	14	20	5	13	21	10	13	4
gene532	72	43	227	108	97	96	157	161	121	198	170	312	158	33	67	49
gene533	69	17	38	26	31	83	69	120	46	44	79	169	45	20	36	42
gene534	741	355	1264	851	489	738	1149	1464	1182	1597	688	1748	1165	283	757	690
gene535	46	56	107	74	19	52	83	119	45	91	95	98	106	28	44	51
gene536	39	6	61	16	2	15	11	18	15	12	3	8	20	6	9	5
gene537	30	1	29	1	6	26	22	40	31	21	27	37	24	0	10	14
gene538	0	0	3	3	0	2	14	4	10	7	1	7	4	1	1	1
gene539	6	5	35	0	2	13	12	38	7	47	2	25	6	4	7	27
gene540	13	7	52	27	29	53	35	40	68	89	25	82	59	23	21	34
gene541	10	2	25	34	5	4	17	58	29	23	12	28	38	7	27	8
gene542	13	4	29	17	13	18	8	38	8	11	3	35	13	8	8	8
gene543	1530	803	2311	1362	775	2051	1286	3456	1674	1972	1738	4072	2554	806	1202	1392
gene544	1471	661	2188	1244	1059	1399	1853	3162	2101	2033	1572	2669	3548	731	1260	981
gene545	250	94	362	176	270	338	411	869	428	968	594	882	600	232	337	350
gene546	69	12	69	55	28	45	54	126	57	75	60	133	36	17	34	42
gene547	2	0	38	8	6	17	2	8	1	0	3	42	15	2	1	9
gene548	8	2	2	0	8	0	7	4	9	3	1	42	13	2	3	2
gene549	33	10	32	24	13	16	29	83	63	44	45	35	28	10	12	36
gene550	7	3	5	7	0	1	1	2	1	3	3	6	2	1	0	1
gene551	79	23	116	35	22	33	57	137	47	59	55	76	114	39	53	34
gene552	1478	647	2665	1251	1236	1496	1678	3295	1797	1719	1391	3483	3190	710	1571	1491
gene553	6	2	10	3	2	1	3	14	3	2	44	5	14	1	11	21
gene554	44	34	131	25	37	60	32	98	77	53	50	242	94	18	40	45
gene555	34	17	51	19	41	69	85	211	241	176	113	156	224	34	56	53
gene556	2	2	31	9	3	2	10	44	5	18	19	45	9	2	11	5
gene557	30	10	72	28	23	45	27	59	32	61	32	80	102	18	99	30
gene558	41	20	148	62	69	71	108	185	39	206	58	110	139	40	28	94
gene559	753	373	1499	905	477	982	939	1781	897	907	1012	1738	1361	273	900	621
gene560	584	281	724	325	336	442	840	1268	625	726	485	1238	1080	141	565	483
gene561	12	13	46	24	23	14	28	49	39	42	28	64	40	5	26	21
gene562	41	17	64	28	24	53	45	110	52	57	32	88	54	21	17	75
gene563	11788	4949	24127	10711	9012	11284	14822	24780	15827	21158	16287	31543	26260	5459	11980	7738
gene564	3	7	5	12	25	4	18	103	9	22	8	26	15	4	8	11
gene565	207	90	481	235	171	261	322	543	295	330	272	701	436	104	234	227
gene566	49	12	45	29	61	48	68	73	78	48	30	144	60	25	35	72
gene567	0	0	1	0	1	9	3	0	0	0	1	0	1	0	1	0
gene568	8	3	1	2	2	10	12	39	5	9	4	16	6	16	5	4
gene569	17	2	7	15	6	15	17	31	5	18	7	3	30	4	14	6
gene570	26	10	90	31	16	28	8	77	16	40	35	71	59	8	40	33
gene571	1126	608	2549	1144	1124	1168	2195	3052	1695	2328	1456	3105	2227	505	1159	1007
gene572	121	55	178	83	120	147	102	288	227	116	124	268	225	95	111	105
gene573	2510	972	5791	2311	1869	2757	2832	5766	2869	5172	3330	6237	4881	1333	2145	2098
gene574	2922	1340	7402	2801	2623	3137	4300	7153	4461	6460	3907	7187	7255	1302	3355	3040
gene575	9	7	36	5	21	7	23	11	31	49	5	47	65	7	36	18
gene576	25	11	41	8	34	46	59	147	103	79	49	157	26	48	39	94
gene577	3	0	13	1	3	5	7	9	18	39	7	21	13	1	3	1
gene578	10	10	28	34	10	32	14	13	21	16	22	55	41	11	27	41
gene579	214	96	268	166	153	210	188	478	281	167	169	475	490	98	163	122
gene580	55	23	58	76	21	66	112	123	72	99	65	178	88	37	48	62
gene581	90	37	188	99	76	119	88	150	143	117	91	294	166	68	58	141
gene582	16	1	27	17	4	17	37	91	17	24	12	50	33	4	9	13
gene583	94	30	299	73	77	144	143	315	122	153	174	188	215	47	85	119
gene584	20	14	33	27	2	13	15	19	3	9	5	24	10	0	1	12
gene585	194	63	230	153	119	186	321	313	205	251	143	380	413	71	116	175
gene586	1584	956	2637	1218	1677	1507	2361	3103	2341	2593	1637	3323	3511	709	1861	1987
gene587	143	37	222	126	69	215	107	245	121	179	165	265	169	75	144	134
gene588	737	339	2049	637	482	722	1025	1268	896	903	1080	1477	1624	283	581	722
gene589	8	3	51	14	9	11	9	20	46	17	5	27	13	3	7	2
gene590	85	35	174	133	60	113	112	116	146	132	97	240	133	42	62	86
gene591	0	0	3	0	0	0	1	7	0	0	0	0	0	0	0	0
gene592	8514	3955	16881	8265	6194	9239	10844	18370	11960	11273	9053	23073	16321	3616	8704	8136
gene593	354	174	581	232	630	727	1007	1998	803	1080	1164	1622	1775	299	759	822
gene594	210	97	220	197	434	370	887	1444	774	1188	825	1557	951	434	599	535
gene595	9	5	16	12	16	17	30	70	49	59	41	27	54	10	20	24
gene596	81	41	99	94	32	80	105	166	143	105	118	106	221	25	62	55
gene597	3924	1938	8980	4341	4119	5118	6247	10546	5597	8398	4685	9566	10398	2147	2631	4876
gene598	222	80	411	179	156	262	285	594	314	282	144	558	336	85	261	175
gene599	46	19	61	37	48	60	89	86	85	50	75	172	156	11	41	57
gene600	1	8	16	3	13	8	23	33	9	5	11	26	23	5	10	20
gene601	14	0	6	0	0	0	5	7	3	0	10	0	5	0	2	8
gene602	55	35	94	48	36	61	103	84	110	74	96	217	141	18	75	83
gene603	17	2	83	17	13	38	12	76	21	18	27	24	56	5	15	38
gene604	25	26	116	23	51	52	59	147	30	61	66	121	42	16	47	48
gene605	37	39	161	69	12	5	9	19	12	9	4	17	13	1	8	18
gene606	62	19	109	50	39	59	55	88	145	73	65	163	79	19	37	66
gene607	166	104	304	191	164	239	223	462	179	268	211	412	359	78	176	128
gene608	46	10	126	25	23	35	28	47	66	84	43	102	135	17	33	44
gene609	151	88	261	156	108	154	277	315	273	254	149	418	311	85	162	150
gene610	35	22	79	26	24	14	60	91	59	25	44	67	150	15	45	70
gene611	40	20	110	27	14	14	17	27	11	29	23	31	21	2	6	12
gene612	1399	595	2097	970	717	1363	1732	2614	1510	1654	1095	2619	2767	649	1345	1253
gene613	3	1	31	13	4	9	23	52	17	25	5	46	59	1	16	11
gene614	61	37	67	45	58	45	80	123	64	142	102	105	108	42	84	68
gene615	87	32	142	71	107	77	110	152	91	75	135	218	109	31	127	88
gene616	291	145	471	274	151	276	321	920	431	437	389	575	750	105	330	290
gene617	2	1	5	0	1	9	6	14	5	6	8	49	23	0	10	3
gene618	404	124	470	388	194	456	395	706	663	537	466	949	582	139	386	189
gene619	29	10	56	12	7	22	45	59	16	24	43	51	77	11	29	10
gene620	1434	789	2347	1115	1212	1429	1885	3154	1969	1916	1855	3018	2392	772	1312	905
gene621	137	48	229	56	121	123	150	232	181	222	104	430	246	54	122	135
gene622	138	71	240	105	99	141	106	360	105	240	138	326	355	57	162	139
gene623	233	116	339	134	111	190	252	379	245	296	170	375	430	79	166	140
gene624	25	7	135	32	61	52	36	177	45	78	22	101	80	21	59	76
gene625	2	1	10	4	1	3	3	76	3	0	12	54	24	3	11	0
gene626	241	79	230	128	151	122	229	576	319	231	243	329	275	98	137	113
gene627	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0
gene628	324	154	630	415	313	387	381	704	459	688	391	787	887	160	362	345
gene629	7	5	23	3	7	5	3	35	24	4	18	19	7	11	15	8
gene630	21	9	80	17	17	28	40	56	33	32	42	80	36	16	17	16
gene631	53	34	173	89	86	94	120	281	160	154	143	215	155	47	112	83
gene632	430	122	727	410	252	660	385	689	559	613	491	1024	929	197	436	449
gene633	17	27	44	29	22	22	44	68	51	108	47	91	71	11	16	26
gene634	78	19	57	50	19	41	70	53	55	104	49	92	63	23	55	71
gene635	351	180	1089	414	301	373	557	1149	675	614	403	885	680	219	448	249
gene636	79	20	180	87	34	65	122	213	101	83	96	218	230	32	98	66
gene637	12	0	33	1	2	15	19	15	5	15	4	14	1	7	1	3
gene638	5	2	5	5	6	4	11	5	17	11	7	3	18	1	8	15
gene639	601	361	1003	672	104	156	202	374	184	260	158	467	332	75	207	143
gene640	334	112	496	232	225	397	245	860	320	462	268	669	599	126	201	310
gene641	364	210	804	289	213	422	512	1028	306	508	426	1143	859	180	337	335
gene642	1	0	5	0	0	0	32	14	0	0	1	12	1	0	2	4
gene643	6	0	0	0	0	0	2	2	1	0	3	4	4	7	0	3
gene644	19	12	93	42	24	12	52	70	26	25	40	77	35	17	28	28
gene645	5	8	24	4	2	3	9	13	2	10	7	0	1	1	16	7
gene646	7	2	55	7	5	14	21	31	24	5	12	31	51	15	11	15
gene647	5	1	3	6	0	3	4	6	4	3	2	10	18	1	3	5
gene648	46	38	86	42	36	80	112	99	70	97	80	91	94	36	65	50
gene649	0	0	10	1	0	0	0	0	1	3	0	7	0	0	1	0
gene650	1	0	8	1	0	1	19	3	6	23	0	2	2	1	9	6
gene651	244	103	455	200	182	394	316	525	344	370	241	541	573	120	291	247
gene652	2422	1288	5099	3116	2105	2838	4249	6910	5018	3602	2709	7627	7042	1472	2944	2519
gene653	18	15	8	25	13	6	9	13	13	29	7	8	24	4	8	12
gene654	162	141	258	218	183	265	248	590	242	325	303	452	453	94	255	201
gene655	3	2	6	0	5	5	13	11	17	23	8	8	19	7	30	11
gene656	35	17	69	31	38	54	44	121	27	55	61	71	93	26	50	39
gene657	15	3	2	5	0	14	7	11	6	20	5	12	3	4	0	14
gene658	27	1	39	3	30	10	33	34	12	19	14	41	47	7	21	9
gene659	39	8	77	42	50	44	103	93	57	48	62	126	138	3	107	45
gene660	2504	1417	4976	2873	2821	3042	4886	5301	3531	5833	2430	4904	5649	1315	2199	2695
gene661	170	77	338	139	140	166	208	437	219	186	302	447	281	79	150	174
gene662	34	21	193	34	56	30	155	90	84	99	47	54	101	21	75	73
gene663	463	200	620	367	312	364	535	829	382	533	388	1456	1107	172	453	363
gene664	381	225	785	565	106	145	154	375	166	315	204	388	318	44	157	142
gene665	10	5	29	10	3	8	31	7	33	9	16	18	19	9	10	11
gene666	38	32	56	31	34	42	49	97	23	127	25	64	95	8	28	14
gene667	11	2	4	5	0	5	12	10	19	8	2	30	47	3	3	1
gene668	54	28	146	65	78	87	95	134	60	95	71	175	138	27	72	47
gene669	12	10	27	14	27	56	128	309	188	210	132	128	149	46	155	203
gene670	0	0	0	2	0	0	2	0	0	0	0	7	0	0	0	0
gene671	45	12	68	16	33	28	48	65	76	15	45	35	105	7	33	34
gene672	2	0	22	4	0	15	13	13	24	16	10	14	8	3	4	15
gene673	41	8	69	25	35	42	94	123	87	113	102	122	132	18	35	32
gene674	50	19	78	10	37	60	41	246	27	97	36	58	56	14	24	36
gene675	31	2	57	15	19	22	20	59	53	53	18	99	72	11	8	18
gene676	1	0	1	2	0	10	0	0	0	0	1	4	0	0	0	0
gene677	4	0	6	7	1	12	3	9	7	18	10	26	16	7	21	9
gene678	12	0	27	3	1	11	13	6	14	23	13	23	34	0	7	11
gene679	29	20	57	29	19	39	59	124	50	32	32	39	68	35	18	28
gene680	5	16	39	16	8	22	19	47	39	21	11	92	33	5	12	21
gene681	15	3	3	3	8	9	8	9	6	21	11	12	33	2	2	14
gene682	1	0	4	0	0	3	0	1	5	0	0	0	0	0	8	7
gene683	157	78	208	195	163	165	144	314	223	286	141	457	240	82	141	130
gene684	12	14	12	13	12	15	6	4	7	0	7	13	22	2	9	3
gene685	0	0	6	2	0	0	0	0	3	4	0	2	6	0	4	5
gene686	551	196	831	420	472	570	504	955	649	959	522	1311	899	228	517	451
gene687	105	44	279	79	84	126	174	378	156	179	157	292	300	47	110	108
gene688	1	5	11	9	5	7	7	7	8	15	9	14	8	17	8	7
gene689	719	266	921	520	446	525	638	1443	858	1047	632	1371	1086	226	669	577
gene690	7	8	2	7	5	4	11	13	24	22	13	24	24	8	15	21
gene691	60	11	60	31	61	47	63	118	47	56	45	153	89	20	34	44
gene692	45	13	47	25	22	13	53	82	45	27	38	79	63	36	53	25
gene693	578	285	1368	798	736	1071	1044	1726	1503	1537	917	2251	1674	286	938	747
gene694	0	0	2	0	0	1	0	0	0	5	7	0	0	0	2	0
gene695	703	261	1332	574	357	773	1102	1685	759	1384	676	1881	1230	342	584	470
gene696	18	5	10	4	8	5	9	27	8	3	13	23	12	6	21	18
gene697	75	28	179	103	125	93	154	249	114	100	163	172	369	25	152	67
gene698	1161	443	1902	706	743	1317	1756	2393	1258	2156	1376	2243	2225	546	1219	1240
gene699	103	63	117	117	101	84	151	383	194	181	203	350	166	48	132	134
gene700	4	2	61	12	26	31	29	44	27	19	65	60	87	5	12	7
gene701	1003	480	1547	718	431	1027	1204	1608	1152	1558	972	2152	1539	365	664	827
gene702	77	18	65	31	38	36	43	67	18	71	56	64	118	15	18	18
gene703	469	108	557	360	245	359	553	870	563	589	468	1228	1017	177	364	376
gene704	276	173	755	299	258	326	542	929	489	625	504	883	671	161	398	389
gene705	47	27	44	76	37	54	32	120	40	33	63	119	76	15	58	23
gene706	1	0	0	0	4	0	0	0	2	17	0	4	13	0	0	2
gene707	535	192	1028	339	376	452	787	955	565	798	594	1220	864	260	598	589
gene708	5896	3112	10351	5359	5783	6800	7820	11091	7348	10549	7605	12885	12077	2985	7033	5213
gene709	230	82	393	245	142	242	233	589	283	410	196	508	383	83	248	205
gene710	4	2	10	2	1	1	2	9	2	0	0	2	15	0	9	2
gene711	10	11	19	11	78	209	311	177	122	110	105	389	218	128	240	98
gene712	89	55	128	57	72	86	95	211	142	155	81	232	126	42	112	71
gene713	220	123	467	304	176	291	296	568	260	282	183	474	491	122	189	299
gene714	0	0	1	1	0	0	0	0	0	0	6	0	0	0	0	0
gene715	23	9	64	9	10	11	30	38	10	40	11	28	24	4	14	21
gene716	3	4	19	4	24	75	30	95	6	19	22	51	45	0	114	61
gene717	8	4	55	11	9	6	16	43	36	25	22	12	17	5	20	6
gene718	86	48	160	78	16	32	50	44	51	53	34	66	52	24	33	33
gene719	199	54	197	109	93	131	178	272	187	156	121	305	160	62	101	93
gene720	179	78	247	74	65	139	154	354	172	230	123	244	213	61	126	159
gene721	3	4	1	3	0	0	1	3	0	6	0	8	3	0	2	2
gene722	11	5	24	7	3	11	7	29	4	19	17	48	12	7	20	13
gene723	85	45	170	48	52	77	111	242	102	104	80	242	90	32	77	49
gene724	4	1	15	6	11	4	25	19	3	6	1	23	7	2	6	4
gene725	115	46	223	61	80	111	108	236	183	171	144	248	222	51	108	107
gene726	217	74	460	223	146	232	408	515	224	324	304	689	535	77	176	203
gene727	6	0	17	3	2	7	0	7	5	9	13	17	3	1	3	3
gene728	10	10	46	16	33	31	23	22	7	48	25	50	128	2	24	15
gene729	74	24	53	45	41	33	47	93	28	69	45	87	86	22	23	24
gene730	198	98	388	164	127	204	278	348	246	277	224	573	401	72	140	136
gene731	69	47	293	135	67	172	151	217	47	169	165	333	135	41	120	110
gene732	27	7	35	17	22	189	233	161	145	147	101	176	76	9	67	59
gene733	16	23	31	23	14	11	27	16	52	32	11	79	47	7	27	34
gene734	24	15	39	16	8	15	27	17	19	9	48	41	11	8	15	7
gene735	316	163	437	270	215	353	388	533	483	717	574	832	702	206	392	413
