gene	normal_1	normal_2	normal_3	normal_4	normal_5	normal_6	normal_7	normal_8	tumor_1	tumor_2	tumor_3	tumor_4	tumor_5	tumor_6	tumor_7	tumor_8
gene366	23	35	5	18	19	68	12	8	5	4	2	2	8	7	6	14
gene367	84	110	45	97	66	189	137	40	85	38	30	74	319	42	40	125
gene368	108	98	49	102	22	199	131	56	95	38	35	86	288	25	45	85
gene369	315	373	124	245	150	634	194	173	200	91	78	175	535	127	100	271
gene370	6	18	6	13	3	64	9	3	54	25	27	49	313	6	18	33
gene371	4716	4780	1561	4805	1998	10605	2857	1784	3270	2045	1305	3000	9316	1727	1800	4374
gene372	33	47	16	34	23	46	45	32	11	14	11	15	59	8	13	7
gene373	71	19	8	25	16	118	24	17	15	23	6	4	43	11	4	60
gene374	63	36	27	58	39	89	74	20	20	15	20	31	85	37	16	55
gene375	97	72	47	59	49	241	54	39	59	44	21	44	130	21	32	117
gene376	89	84	24	72	22	54	35	41	48	19	20	32	106	28	4	29
gene377	61	84	6	53	28	82	52	25	65	27	9	16	23	26	7	109
gene378	15	56	7	28	28	65	9	18	10	20	3	15	81	6	6	12
gene379	20278	16738	10673	19374	6092	28396	10913	8224	11617	7198	3197	10589	40028	5243	5914	19369
gene380	9	15	8	10	4	6	19	5	6	4	0	2	13	4	2	19
gene381	142	176	59	147	48	303	89	60	67	35	39	63	256	32	46	66
gene382	35	129	19	28	31	68	29	20	40	25	4	32	116	18	14	38
gene383	91	192	105	251	41	412	81	59	106	42	32	42	220	39	48	109
gene384	63	81	15	88	32	84	65	47	35	31	22	37	150	23	37	108
gene385	2002	3521	1468	2373	1302	5696	2329	1435	1481	1010	747	1333	5683	1109	943	2693
gene386	139	367	106	249	119	438	104	62	149	85	87	64	392	78	72	124
gene387	0	3	0	0	2	3	0	3	0	0	0	1	0	0	0	0
gene388	568	812	230	626	173	1336	365	216	469	123	120	345	1221	175	137	696
gene389	46	66	23	45	37	183	30	25	21	19	17	36	133	15	26	60
gene390	1281	1612	467	1287	616	1897	1155	448	2099	1558	707	1532	8914	1482	1397	3952
gene391	84	100	31	109	33	176	69	25	71	27	29	54	112	28	33	70
gene392	372	440	196	346	225	650	314	215	295	185	98	198	694	163	115	494
gene393	568	904	294	610	289	1160	394	252	159	126	110	163	816	120	91	352
gene394	0	5	0	1	1	7	6	3	0	1	1	0	1	0	1	8
gene395	2501	3156	1240	1803	1134	4460	1511	988	1903	1092	445	1102	4210	755	668	1927
gene396	268	329	138	274	176	745	190	143	254	94	122	156	683	88	69	258
gene397	13	41	7	74	35	99	29	9	23	22	10	17	38	16	5	45
gene398	61	162	32	27	29	89	29	27	31	25	11	22	114	25	23	64
gene399	17	2	1	5	1	14	0	3	0	0	1	3	12	0	0	1
gene400	55	98	21	47	10	139	47	13	36	14	9	16	65	26	15	49
gene401	8491	10582	4220	8476	4706	20054	6461	4074	5679	3329	2154	3576	19806	3124	2446	10279
gene402	550	566	155	473	200	1087	464	248	224	173	104	247	1303	149	166	546
gene403	127	169	61	113	51	292	64	48	83	19	23	58	159	18	74	113
gene404	11	17	9	19	20	9	2	2	12	3	0	3	13	10	1	5
gene405	676	630	401	685	304	1627	443	385	369	323	176	408	1938	249	210	833
gene406	0	0	0	3	0	0	1	0	0	1	2	0	0	0	1	1
gene407	141	139	70	265	92	327	132	69	132	70	36	73	481	69	58	161
gene408	83	93	42	64	24	163	48	21	25	23	10	30	106	37	33	126
gene409	134	270	79	158	60	311	134	89	115	66	19	101	484	86	72	119
gene410	386	554	231	540	253	1013	291	180	254	141	109	203	793	153	123	378
gene411	2586	3363	871	1616	1112	3883	1149	949	1263	743	464	1244	4261	536	656	2208
gene412	113	112	40	66	55	251	63	63	68	32	31	57	228	35	26	142
gene413	636	840	249	755	317	1564	314	271	372	209	166	234	1083	146	101	436
gene414	609	518	141	565	155	885	318	214	249	196	94	205	950	172	155	326
gene415	394	640	259	506	228	934	228	220	343	209	100	304	1224	153	109	460
gene416	75	130	43	126	66	203	101	55	72	37	25	38	212	29	30	101
gene417	1	1	5	17	1	0	0	7	5	6	3	0	16	7	0	6
gene418	3	19	6	14	0	42	2	13	8	4	2	27	7	1	7	7
gene419	0	0	1	1	0	5	2	0	1	1	0	5	0	1	0	3
gene420	472	426	94	270	150	542	288	196	175	142	101	180	521	112	90	449
gene421	1	18	0	2	2	0	0	1	0	0	0	0	1	0	0	1
gene422	2811	4269	942	3310	1118	5903	1970	1148	2011	1184	895	1600	6112	895	694	3074
gene423	94	88	25	47	17	100	77	39	51	23	16	40	174	23	17	98
gene424	51	52	7	24	8	27	22	22	13	11	13	15	84	11	11	30
gene425	771	664	205	646	261	1429	368	271	341	244	152	253	1251	181	187	559
gene426	53	45	14	45	18	103	53	64	31	8	1	30	57	17	14	40
gene427	2115	2775	1082	2094	1365	4171	2164	929	1586	1004	552	910	3843	854	769	1947
gene428	2	5	8	6	4	20	3	1	0	0	0	2	18	1	2	0
gene429	434	493	197	346	175	934	353	212	339	291	137	309	1053	138	165	505
gene430	1571	2891	1008	2671	912	4168	1718	1175	1314	1038	504	991	5057	949	550	2655
gene431	11702	8317	5005	8687	4362	25265	8603	4667	8260	3963	2119	6361	25192	3307	2754	13365
gene432	2649	2972	1143	1686	1022	5070	1512	1045	5818	4547	2549	4932	22695	2780	2322	11852
gene433	911	877	316	1008	304	1613	689	451	503	297	216	361	1616	310	247	1040
gene434	14	12	0	16	3	13	8	7	8	0	1	13	31	2	5	9
gene435	719	997	372	687	371	1669	545	389	433	313	173	331	1574	401	269	816
gene436	787	968	295	710	232	1665	655	315	428	324	171	323	2156	296	317	601
gene437	7	1	3	7	1	0	0	0	0	0	0	2	3	0	0	0
gene438	12	8	4	25	8	43	0	3	3	0	0	2	2	2	1	4
gene439	22	20	10	10	5	70	20	1	0	14	6	8	21	6	7	39
gene440	124	115	33	103	51	155	62	54	83	41	19	56	215	24	41	47
gene441	20	84	18	12	2	32	37	3	15	13	8	12	26	16	4	31
gene442	2462	4165	1374	3545	1447	5873	2084	1523	6679	4859	3567	4716	37015	4013	2879	9666
gene443	61	94	25	32	20	68	25	16	293	120	99	241	587	52	116	209
gene444	37	42	9	20	14	61	25	9	14	29	10	13	53	4	11	35
gene445	188	489	150	249	167	774	220	140	241	144	58	180	776	131	85	248
gene446	36	40	12	45	13	49	58	16	19	19	16	9	54	25	12	17
gene447	1	3	1	1	0	0	0	0	7	0	0	7	33	7	7	4
gene448	28	16	24	13	28	43	24	5	19	14	3	9	37	14	13	43
gene449	126	158	40	118	53	123	75	54	73	37	22	68	239	43	28	78
gene450	39	11	13	28	6	34	25	12	21	18	9	15	35	7	2	11
gene451	0	1	2	1	8	14	4	4	2	8	1	1	2	0	0	3
gene452	934	783	283	475	275	1209	470	422	391	236	175	366	1165	258	205	423
gene453	16	8	7	18	3	34	4	4	13	7	0	4	40	1	5	7
gene454	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0
gene455	532	617	194	436	209	833	422	172	225	97	66	134	575	83	73	342
gene456	974	1010	244	848	353	2101	564	404	508	428	149	490	1847	297	286	906
gene457	178	229	90	273	139	507	155	83	146	111	62	95	522	102	80	248
gene458	478	617	134	553	207	1055	305	263	343	184	79	229	1214	155	126	477
gene459	3	3	3	0	1	22	4	1	0	0	1	0	1	0	8	3
gene460	1027	1710	844	1281	654	2873	1178	567	902	650	426	763	3685	659	368	1300
gene461	268	320	108	326	126	781	252	184	220	148	86	189	666	128	109	320
gene462	340	288	105	262	128	600	199	141	226	123	64	263	398	125	111	310
gene463	531	362	119	226	137	605	240	97	147	118	57	129	937	77	103	271
gene464	1376	1435	615	868	578	2690	1173	605	764	607	315	745	2359	370	471	1051
gene465	6	9	0	5	4	1	5	1	0	3	0	0	0	0	0	5
gene466	92	96	72	49	19	238	58	31	68	26	12	42	82	21	27	82
gene467	95	168	58	81	47	197	99	64	50	32	33	36	272	50	45	137
gene468	1329	1746	691	1415	500	3826	1285	826	1149	682	416	638	3020	850	503	1654
gene469	6276	7162	2845	5690	1938	12582	4552	2940	2567	2162	1579	3504	10413	2059	1823	6209
gene470	41	19	10	18	14	41	5	2	3	1	2	0	7	0	1	19
gene471	715	707	181	637	180	976	372	263	761	511	241	363	1644	325	287	788
gene472	50	52	21	75	23	214	31	25	17	19	5	29	252	4	23	58
gene473	58	53	19	30	13	88	20	37	140	59	85	132	262	42	31	222
gene474	102	65	35	103	53	245	41	25	27	41	13	22	104	21	25	67
gene475	55	54	20	24	15	184	27	29	36	28	14	16	36	9	19	25
gene476	102	52	43	82	26	142	38	34	41	39	20	44	134	33	21	18
gene477	59	77	26	68	44	131	18	45	50	39	25	40	89	35	15	50
gene478	6	14	1	12	2	16	16	5	2	24	4	13	34	3	0	18
gene479	8	22	16	12	26	56	9	15	23	2	7	5	40	9	12	16
gene480	340	475	141	477	144	740	310	207	154	124	115	192	949	135	126	482
gene481	213	242	65	108	105	214	131	92	411	232	184	388	1378	248	310	812
gene482	19	31	10	3	13	84	27	17	9	2	8	33	38	9	4	29
gene483	14	16	5	28	18	85	18	17	11	3	6	2	7	3	9	9
gene484	340	429	125	372	154	577	149	145	126	155	64	175	678	69	94	228
gene485	1	37	1	15	10	7	3	0	12	1	4	10	16	0	12	9
gene486	166	182	117	224	60	500	118	94	74	80	45	128	385	63	30	159
gene487	42	82	7	47	20	82	26	23	33	24	15	24	95	22	16	32
gene488	96	194	90	184	39	325	107	66	85	74	24	44	237	59	22	95
gene489	23	43	7	30	11	20	13	19	19	16	5	8	66	6	7	10
gene490	822	1186	393	976	407	1398	620	396	449	334	235	504	1875	269	263	879
gene491	50	63	41	65	80	151	44	29	44	25	32	42	122	32	35	34
gene492	49	33	25	73	16	203	25	33	79	43	17	30	129	13	25	49
gene493	266	319	93	236	98	534	132	90	129	134	44	109	528	67	48	214
gene494	58	113	16	58	18	83	18	20	14	8	11	25	82	16	6	52
gene495	10	7	1	4	1	40	14	3	16	7	0	5	35	6	2	1
gene496	125	212	52	160	33	131	118	57	73	67	47	76	240	43	43	80
gene497	16	50	9	47	14	28	6	12	13	1	1	4	16	7	5	40
gene498	738	795	271	865	289	1376	439	249	390	278	202	349	1664	356	221	813
gene499	0	0	0	1	0	1	1	0	1	5	0	0	0	0	0	0
gene500	256	363	150	288	101	755	251	124	169	166	68	152	621	94	103	220
gene501	413	729	231	653	130	751	384	244	269	149	76	257	1157	182	127	475
gene502	28	9	9	3	3	28	7	6	28	3	3	22	63	5	5	17
gene503	647	688	254	491	247	1504	313	203	1780	1043	615	1782	6494	810	983	2368
gene504	112	53	43	81	56	109	55	26	42	22	25	49	275	31	28	113
gene505	12938	19625	6280	15813	6937	31312	9532	7549	7027	6492	4124	6706	32077	4838	4023	16456
gene506	0	18	6	6	10	40	20	3	4	3	2	1	52	6	5	8
gene507	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
gene508	4148	5209	1747	6223	2641	8928	3747	2286	2337	1805	1222	1879	9924	1786	1203	4139
gene509	88	84	29	80	37	172	75	14	15	18	25	16	85	23	16	73
gene510	1	2	6	5	2	6	5	3	79	2	7	1	22	0	13	28
gene511	136	129	39	141	61	284	62	50	172	125	120	144	410	94	141	257
gene512	187	265	93	288	91	468	173	90	150	83	46	140	371	69	52	239
gene513	5	15	0	14	2	24	0	5	15	6	3	6	8	0	1	8
gene514	563	652	184	593	238	1353	410	289	393	316	120	421	1236	278	222	436
gene515	43	29	16	14	2	52	10	1	10	16	4	6	50	21	10	26
gene516	22	2	8	9	1	3	11	2	1	2	2	5	10	1	0	5
gene517	16	10	14	3	4	6	11	11	23	7	5	10	10	11	4	3
gene518	7	72	14	14	13	81	15	18	26	27	8	48	73	14	12	21
gene519	39	51	16	41	14	103	33	26	40	15	11	10	80	24	19	65
gene520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene521	9	18	2	8	22	53	2	8	17	0	1	7	24	1	0	1
gene522	20	17	3	25	24	43	9	13	14	18	5	10	48	11	11	13
gene523	23	15	0	9	7	35	11	12	7	2	3	7	25	10	6	12
gene524	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2
gene525	12	30	14	9	11	62	3	14	21	22	9	20	118	12	7	50
gene526	3874	4376	1680	3592	1893	7700	2504	1554	2566	1286	821	1559	8476	1166	1031	4406
gene527	3	1	2	4	4	0	1	2	4	0	6	0	3	1	0	5
gene528	429	750	151	404	205	1462	355	203	363	227	108	214	1180	221	167	673
gene529	488	502	190	541	154	862	357	211	778	529	431	749	3566	351	355	1178
gene530	192	172	115	142	147	229	169	60	107	50	36	89	372	64	75	146
gene531	10	5	2	8	6	17	4	4	5	0	0	6	17	6	0	6
gene532	2	17	4	11	4	2	2	2	3	0	0	4	23	1	0	1
gene533	40	32	25	39	36	64	31	23	15	9	9	21	117	30	12	37
gene534	282	422	153	382	217	948	253	174	460	469	285	272	1512	329	239	880
gene535	199	192	76	85	89	244	104	36	86	70	37	75	242	54	33	121
gene536	10768	10521	3417	9770	3978	18889	6012	4428	6523	3113	2302	4523	19153	2407	2174	7492
gene537	45	86	19	41	40	120	37	35	49	44	17	20	167	28	33	26
gene538	19	10	2	27	5	6	25	3	9	4	3	5	44	4	12	31
gene539	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0
gene540	143	91	82	111	32	197	56	65	86	31	40	74	208	74	28	90
gene541	7	3	1	16	4	18	6	8	0	0	0	2	2	4	0	5
gene542	16	26	8	39	5	24	14	8	18	8	3	10	48	12	10	47
gene543	145	221	58	108	71	470	182	74	167	63	39	114	362	69	64	155
gene544	30	8	3	19	2	11	6	1	0	0	0	0	10	0	0	3
gene545	67	55	17	38	14	35	25	24	120	27	39	15	237	53	29	60
gene546	3064	4048	1456	2742	1067	8152	2641	1306	1284	1028	903	1548	5265	1095	1011	3224
gene547	377	319	189	428	212	732	329	241	228	194	107	238	567	145	113	377
gene548	32	22	12	17	3	7	10	5	4	7	5	2	28	6	1	19
gene549	16	20	11	34	11	131	12	14	19	6	7	23	63	7	3	33
gene550	71	115	39	82	50	193	85	38	84	29	19	36	246	37	35	81
gene551	506	570	147	431	138	1051	323	233	27	23	12	31	101	22	20	54
gene552	225	205	113	155	85	586	142	99	42	38	20	24	157	34	25	62
gene553	258	355	73	251	65	441	166	110	92	58	56	98	554	81	77	194
gene554	55	51	30	63	19	95	26	24	15	9	18	27	72	22	22	31
gene555	42	58	17	38	25	89	24	20	28	28	12	47	93	27	16	48
gene556	125	236	73	151	82	387	50	56	69	56	29	69	513	38	51	135
gene557	0	2	3	2	0	5	0	0	1	0	0	0	0	0	0	1
gene558	2924	3051	1039	3665	1302	5254	1757	1226	1830	1203	651	1710	4836	1108	1083	3222
gene559	29	26	19	41	9	134	46	14	22	8	14	8	66	7	23	8
gene560	312	274	135	298	83	474	192	89	286	99	107	85	545	82	58	251
gene561	1741	1692	970	2216	833	3655	1542	776	758	810	440	982	3719	470	637	1953
gene562	8925	8249	3493	5356	3414	18544	6006	3160	4799	3422	2083	3623	13576	2925	2059	7224
gene563	11	31	3	33	4	59	16	22	11	4	13	18	31	22	4	28
gene564	119	115	29	98	46	119	49	26	19	19	12	23	179	12	11	30
gene565	14	0	0	4	0	0	9	1	0	0	0	0	0	1	0	0
gene566	132	219	56	106	81	283	81	95	495	480	290	519	2850	288	258	1002
gene567	38	101	22	55	12	84	32	24	49	40	17	48	102	22	35	51
gene568	238	333	105	292	135	543	187	184	138	156	55	176	681	74	92	177
gene569	157	96	43	100	40	315	84	38	54	56	20	95	303	33	27	113
gene570	1	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0
gene571	7	11	7	1	1	11	0	1	3	1	1	5	11	3	4	10
gene572	3	10	0	1	0	4	0	2	4	0	6	5	2	1	6	5
gene573	530	623	250	549	257	1362	437	335	338	276	168	293	1362	174	216	441
gene574	3	4	0	10	1	13	0	0	0	11	7	18	0	3	2	0
gene575	500	678	219	648	237	943	352	317	264	266	133	257	1583	195	161	529
gene576	2107	2867	1244	3062	1115	4039	2381	1350	1874	1240	782	1161	6358	862	707	2618
gene577	28	32	7	14	13	25	27	6	19	3	4	10	47	1	3	6
gene578	55	91	26	64	26	127	31	5	42	11	7	15	155	38	8	80
gene579	1307	1807	604	1318	399	2070	847	536	787	405	341	742	2550	454	225	1242
gene580	0	1	0	1	0	2	2	3	0	0	0	6	35	1	0	0
gene581	5	1	0	8	3	0	11	1	0	4	1	1	10	0	2	3
gene582	777	680	394	485	272	1299	379	308	416	202	168	309	1022	201	163	583
gene583	3	0	0	0	1	0	0	0	0	0	2	24	0	30	0	2
gene584	8	3	4	4	4	1	3	3	4	7	5	6	12	3	5	4
gene585	536	519	205	397	242	1100	343	266	1111	548	425	985	4467	749	587	1155
gene586	70	155	60	79	85	305	80	85	77	37	38	87	175	29	58	107
gene587	108	166	45	144	45	267	61	38	47	41	26	69	222	36	34	62
gene588	6	2	0	15	8	51	0	4	3	5	1	3	19	4	4	3
gene589	4291	5413	2444	4460	2015	7337	4272	2512	2869	2506	1337	2513	11766	1523	1651	5211
gene590	3491	2768	892	2654	984	4889	1570	1122	1681	820	754	1143	5092	948	912	2183
gene591	45	109	38	63	31	184	46	34	14	11	8	18	78	10	9	51
gene592	1	1	0	8	3	27	0	0	5	2	3	2	11	9	1	4
gene593	0	0	0	0	8	3	1	0	1	0	0	5	24	0	0	4
gene594	290	266	92	228	103	677	168	78	151	79	66	162	567	85	61	212
gene595	18	44	16	40	9	199	27	33	25	15	11	33	95	12	7	26
gene596	32	17	19	44	6	38	19	13	49	11	10	9	43	3	14	77
gene597	47	23	21	50	29	19	38	31	164	125	40	78	261	26	46	128
gene598	1988	2825	1302	2983	1363	5194	1926	1228	2051	1306	782	1235	4758	838	805	2531
gene599	244	279	112	303	119	581	234	119	144	73	86	166	410	97	73	266
gene600	52	63	15	48	12	204	36	6	23	21	9	17	63	15	17	51
gene601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene602	1996	2343	750	1827	924	3506	1316	758	890	448	376	933	3785	644	666	1660
gene603	276	308	84	411	187	427	152	155	1298	757	816	1416	4626	940	564	1702
gene604	109	156	57	125	34	195	111	43	62	46	34	54	264	26	53	168
gene605	101	83	73	96	30	284	102	96	85	66	48	50	350	48	57	116
gene606	2	22	5	10	3	45	1	7	26	12	1	2	12	7	5	3
gene607	37	89	18	49	54	132	28	45	23	12	10	33	78	21	13	69
gene608	0	0	0	2	0	0	0	0	0	0	0	2	4	0	3	0
gene609	130	55	31	83	49	161	46	33	16	2	4	6	18	3	6	6
gene610	22	30	25	57	2	43	31	15	6	8	2	4	76	3	17	18
gene611	7	0	3	2	2	5	0	3	3	0	0	2	10	1	0	1
gene612	1621	1769	584	1237	517	3210	981	611	777	399	324	430	2423	389	288	1592
gene613	27	31	5	25	17	42	11	2	12	18	2	6	100	12	4	19
gene614	3581	5019	1002	3607	1216	6297	2176	1188	2003	1510	813	1530	5841	1223	854	3308
gene615	391	186	118	182	155	309	156	145	98	52	40	79	408	46	33	130
gene616	6	2	1	21	0	13	0	5	8	2	2	7	18	14	8	16
gene617	629	606	286	565	250	1336	334	237	325	285	111	340	1365	247	156	639
gene618	13554	17108	7678	15959	5373	36986	11795	6775	11477	7173	3981	9955	30020	4910	6247	13751
gene619	85	118	31	154	31	173	29	50	38	29	36	47	167	33	22	86
gene620	104	159	67	113	28	274	76	59	100	52	43	74	191	42	21	73
gene621	413	614	323	538	187	995	263	303	328	198	130	239	1280	164	205	674
gene622	1	11	1	2	2	17	2	1	0	3	1	3	11	4	1	1
gene623	53	30	14	14	21	95	29	17	26	21	3	20	88	9	22	19
gene624	25	3	3	10	8	18	1	3	5	2	11	9	26	3	4	8
gene625	48	86	28	46	28	93	42	31	11	9	7	20	32	11	10	26
gene626	565	547	271	726	349	1178	446	295	2150	901	823	1324	4383	892	646	3038
gene627	42	56	12	45	16	29	21	11	26	18	9	10	109	19	15	10
gene628	14	7	2	3	1	1	0	7	10	5	1	1	8	2	0	0
gene629	92	88	17	44	10	70	46	19	37	12	9	13	94	24	15	54
gene630	49	66	30	38	28	139	29	34	25	30	10	22	96	30	9	56
gene631	6	1	1	1	8	1	2	4	1	1	0	0	17	0	1	0
gene632	20	5	0	12	15	12	6	6	2	3	2	1	1	7	0	14
gene633	0	0	1	3	0	1	0	3	0	0	0	0	0	0	0	1
gene634	47	35	15	76	15	62	24	11	21	15	16	18	56	12	19	51
gene635	18	13	4	23	7	24	2	2	10	10	1	12	39	3	0	9
gene636	1102	1440	639	1331	789	2960	941	753	755	597	417	789	2270	634	368	1321
gene637	1	17	0	9	5	31	0	4	0	2	4	22	1	0	1	1
gene638	434	444	146	388	158	978	272	163	996	748	400	628	3233	529	489	1775
gene639	100	115	63	98	52	206	44	65	75	70	34	73	254	39	34	103
gene640	1806	2713	1089	2212	957	4639	1264	714	1032	813	516	1454	3632	1002	586	1744
gene641	10	59	2	35	1	26	13	2	14	4	2	14	19	10	6	6
gene642	14	32	20	9	16	58	6	19	19	8	20	21	69	20	1	38
gene643	517	324	167	427	179	572	361	151	226	139	125	187	792	164	121	530
gene644	432	649	242	381	169	1118	463	222	222	189	107	283	950	201	146	346
gene645	105	107	52	113	53	342	117	62	79	69	17	65	139	49	52	140
gene646	2	5	0	3	5	13	1	0	2	0	1	2	4	0	0	0
gene647	9	24	1	2	7	10	2	8	4	0	0	3	55	5	6	5
gene648	10749	10529	3984	8291	3404	19305	5482	4063	5975	4063	2363	3208	20007	2008	2161	7711
gene649	16	34	29	44	16	53	12	14	30	20	12	18	111	18	6	17
gene650	0	0	0	1	0	0	0	0	0	0	0	0	36	0	0	0
gene651	568	1035	314	672	407	1515	521	384	525	393	181	331	1544	272	234	652
gene652	10	28	3	6	10	22	8	10	22	4	25	6	17	44	5	16
gene653	37	32	26	52	7	49	30	8	19	15	20	23	31	13	10	9
gene654	31	76	31	27	27	101	35	24	34	17	10	28	87	8	22	84
gene655	384	423	157	271	156	701	193	116	168	70	60	155	565	122	82	339
gene656	1179	1220	358	794	502	1672	833	466	75	57	52	107	350	39	40	130
gene657	6	12	12	12	1	5	4	3	24	7	11	6	50	1	12	11
gene658	42	70	9	59	28	51	40	19	31	17	14	22	23	9	26	24
gene659	98	63	23	89	30	61	47	29	31	36	15	30	130	20	15	34
gene660	86	95	39	74	32	169	53	44	66	32	14	18	233	25	17	86
gene661	289	526	193	394	207	906	241	126	167	127	103	231	819	156	75	318
gene662	17	22	21	49	13	65	10	12	8	18	12	6	9	2	13	17
gene663	126	127	80	90	62	158	127	64	341	226	149	304	1189	212	143	475
gene664	782	914	260	607	226	1608	583	226	362	216	186	288	1269	245	175	532
gene665	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0
gene666	375	213	117	264	126	486	141	122	232	93	62	97	712	96	77	261
gene667	41	10	21	11	1	6	5	8	0	1	11	8	30	7	10	66
gene668	889	572	260	381	269	1192	447	166	148	85	53	100	346	54	65	216
gene669	57	118	46	106	23	178	86	34	21	6	3	4	56	3	7	28
gene670	64	48	7	27	10	33	26	21	14	5	4	19	57	4	9	68
gene671	321	406	120	199	122	592	197	101	176	65	79	113	503	96	73	197
gene672	70	85	29	145	25	72	49	38	36	10	20	28	105	13	26	113
gene673	50	107	8	14	13	137	72	36	12	13	18	22	63	13	7	60
gene674	8	37	1	26	3	47	12	22	3	2	5	16	13	0	0	5
gene675	27	42	12	71	9	48	30	10	15	16	9	16	50	1	10	11
gene676	6	3	4	14	6	31	0	6	2	5	1	2	13	9	8	18
gene677	64	103	49	104	10	134	36	31	42	32	29	59	253	31	26	45
gene678	89	98	34	102	27	68	78	29	41	16	26	22	123	29	15	76
gene679	340	425	108	305	169	1038	209	231	284	127	62	140	541	137	96	287
gene680	5	0	6	2	0	13	0	2	0	0	0	1	13	3	0	1
gene681	25	45	28	98	38	91	61	27	27	48	11	10	86	25	28	62
gene682	199	366	123	336	93	704	161	89	169	87	74	164	505	88	94	264
gene683	161	176	56	160	83	168	106	66	111	50	31	103	296	36	56	241
gene684	72979	98741	28393	74100	30525	102226	36968	43227	39668	25221	16625	40626	170507	20878	21115	80236
gene685	216	417	107	255	109	511	229	134	172	106	75	124	706	110	61	268
gene686	49	102	26	40	17	131	39	16	30	28	12	28	55	16	7	37
gene687	428	416	154	416	170	739	215	136	624	391	235	367	1398	336	154	547
gene688	108	76	46	90	53	231	51	61	64	26	24	28	139	38	23	97
gene689	17	7	5	71	12	76	13	13	22	4	2	5	10	10	1	13
gene690	21	6	0	6	0	4	1	1	1	0	0	1	3	1	0	0
gene691	43	43	19	53	12	113	27	28	20	9	11	27	42	8	4	15
gene692	32	30	16	76	24	62	47	4	41	37	10	32	93	16	8	41
gene693	486	547	251	565	232	939	362	248	376	192	156	246	1203	290	101	543
gene694	890	1022	355	858	421	1996	651	440	593	345	251	293	1909	327	211	799
gene695	492	616	229	529	194	1263	315	209	328	156	127	241	933	146	93	502
gene696	25	11	11	11	0	4	8	0	1	3	0	1	11	2	0	3
gene697	57	77	16	48	9	96	9	16	20	2	9	6	50	5	14	29
gene698	3678	5464	1466	4568	1892	8809	2818	2291	3111	1171	1095	1965	5476	1670	1266	3800
gene699	5100	5945	1734	4835	1555	12018	3710	2100	2748	2010	1231	2506	10715	1539	1537	3760
gene700	3	14	4	0	0	0	0	3	0	2	0	2	0	0	0	0
gene701	3	4	0	2	0	6	11	0	2	1	2	0	1	0	0	0
gene702	1157	1487	639	1048	660	2947	1038	621	671	580	245	570	2967	441	389	1097
gene703	33	38	37	93	26	169	28	23	24	12	4	22	51	12	29	60
gene704	5	0	0	4	1	29	6	4	11	2	1	16	45	3	6	6
gene705	21	33	17	36	18	34	15	29	3	11	3	12	19	9	8	5
gene706	8	6	5	30	10	43	2	3	9	3	9	8	21	0	4	3
gene707	104	111	38	67	38	126	54	27	34	46	10	27	159	10	29	113
gene708	14	21	4	19	12	52	16	2	5	8	8	12	49	5	2	9
gene709	319	265	145	278	170	543	260	126	98	79	45	105	231	43	49	160
gene710	216	193	194	352	185	731	209	124	188	173	65	157	659	143	104	362
gene711	16	13	8	21	4	28	5	14	24	17	4	16	57	10	6	16
gene712	24	43	16	17	9	63	19	10	26	5	7	21	70	11	9	48
gene713	160	146	60	121	55	123	66	40	82	36	25	43	276	26	25	107
gene714	217	223	66	221	70	358	100	84	146	78	48	109	355	57	43	152
gene715	3595	2971	1539	3116	1524	9058	2857	1688	1829	1523	871	1540	8993	1256	845	3404
gene716	66	42	18	24	13	156	19	20	25	8	18	4	113	11	12	32
gene717	37	75	21	50	21	77	35	22	11	7	2	4	60	2	5	21
gene718	5761	7299	2410	6219	2599	10001	3094	1614	3167	2140	1992	2797	11261	1835	1704	4043
gene719	263	354	155	204	127	550	166	168	228	95	80	121	476	69	90	276
gene720	128	136	80	147	45	390	83	59	79	42	41	49	335	43	48	145
gene721	712	748	244	653	293	1389	440	378	99	62	30	66	386	48	46	170
gene722	14	0	5	5	4	21	2	2	4	0	3	3	1	1	0	1
gene723	20	20	16	13	16	35	7	25	37	7	8	4	55	1	4	11
gene724	57	149	19	91	43	136	48	64	73	32	7	70	120	28	22	97
gene725	7	5	4	1	0	2	4	18	2	4	3	6	15	1	1	4
gene726	609	695	286	610	436	1563	441	366	400	341	167	536	1982	309	216	729
gene727	586	542	248	561	299	1119	373	149	307	231	138	375	1214	157	143	571
gene728	1192	1204	523	919	467	1711	667	512	619	396	298	520	2528	315	424	790
gene729	684	937	200	482	279	1275	346	396	329	250	139	225	1195	191	231	640
gene730	74	66	27	49	30	136	44	21	40	20	23	28	88	26	18	73
gene731	12	4	1	18	0	4	0	1	7	0	8	3	13	2	1	6
gene732	796	1429	440	802	307	1708	812	448	528	502	250	472	2197	294	285	840
gene733	5	1	0	0	1	12	0	1	3	2	4	0	3	0	0	4
