gene	lfcA	lfcB
gene5723	0	0
gene5724	0	0
gene5725	0	0
gene5726	0	0
gene5727	0	0
gene5728	0	0
gene5729	1.39486567624981	0
gene5730	0	0
gene5731	0	0
gene5732	0	0
gene5733	0	0
gene5734	0	0
gene5735	0	0
gene5736	0	0
gene5737	0	0
gene5738	0	0
gene5739	0	0
gene5740	0	0
gene5741	0	0
gene5742	0	0
gene5743	0.615947819369612	0
gene5744	0	0
gene5745	0	0
gene5746	0	0
gene5747	-0.451826267272384	0
gene5748	0	0
gene5749	0	-0.526756547689053
gene5750	0	0
gene5751	0	0
gene5752	0	0
gene5753	0	0
gene5754	0	0
gene5755	0	0
gene5756	0	0
gene5757	0.925849322656983	0
gene5758	0	0
gene5759	0	0
gene5760	0	0
gene5761	0	0
gene5762	0	0
gene5763	0	0
gene5764	0	-0.0693675506861122
gene5765	0	0
gene5766	0.0344544419309742	0
gene5767	0	0
gene5768	0	0
gene5769	0	0
gene5770	0	-0.563526359218213
gene5771	0	0
gene5772	1.89727040128426	0
gene5773	0	-1.12820362790951
gene5774	0	0
gene5775	0	0
gene5776	0	1.4091631317718
gene5777	0	0
gene5778	0	0
gene5779	0	0
gene5780	0	0
gene5781	0	0
gene5782	0	0
gene5783	0	0
gene5784	0	0
gene5785	0.440503158996091	0
gene5786	0	0
gene5787	0	0
gene5788	0	0
gene5789	0	0
gene5790	0	0
gene5791	0	0
gene5792	0	0
gene5793	0	0
gene5794	0	0
gene5795	0	0
gene5796	0	0
gene5797	0	0
gene5798	0	0
gene5799	0	0
gene5800	-0.851204247568357	0
gene5801	0	0
gene5802	0	0
gene5803	0	0
gene5804	0	0
gene5805	0	0
gene5806	0	0
gene5807	0	0.349732083421858
gene5808	0	0
gene5809	0	0
gene5810	0	0
gene5811	0	0
gene5812	0	0
gene5813	0	0
gene5814	0	0
gene5815	0	1.0278998514222
gene5816	0	0
gene5817	0	0
gene5818	0	0
gene5819	0	0
gene5820	0	0
gene5821	0	0
gene5822	0	0
gene5823	0	-1.09961405473373
gene5824	0	0
gene5825	0.150059086847596	0
gene5826	0	0
gene5827	0	0
gene5828	0	0
gene5829	0	0
gene5830	0	-0.998203273649478
gene5831	0	0
gene5832	0	0
gene5833	0	0
gene5834	0	0
gene5835	0	-2.07113306407961
gene5836	0	0.116752267990127
gene5837	0	0
gene5838	0	0
gene5839	0	0
gene5840	0	0
gene5841	0	0
gene5842	0	0
gene5843	0	0
gene5844	0	0
gene5845	0	0
gene5846	0	0
gene5847	0	0
gene5848	0	0
gene5849	0	0
gene5850	0	0
gene5851	0	0
gene5852	0	0
gene5853	0	-2.30028257458133
gene5854	0	0
gene5855	0	0
gene5856	0	0
gene5857	0	0
gene5858	0	0
gene5859	0	0
gene5860	0	0
gene5861	0	0
gene5862	0	0
gene5863	0	0
gene5864	0.16003230869577	0
gene5865	0	-0.506643461202495
gene5866	0	0
gene5867	0	0
gene5868	0	0
gene5869	0	0
gene5870	0	0
gene5871	0	0
gene5872	0	-2.42881682702775
gene5873	0	0
gene5874	0	0
gene5875	0	0
gene5876	0	0
gene5877	0	0
gene5878	0	0
gene5879	0	0
gene5880	0	0
gene5881	0	0
gene5882	0	0
gene5883	0	-1.48960080346352
gene5884	0	0
gene5885	0	0
gene5886	0	0
gene5887	0	0
gene5888	0	1.74515195698776
gene5889	0	0
gene5890	0	0
gene5891	0	0
gene5892	0	0
gene5893	0	0
gene5894	0	0
gene5895	0	0
gene5896	0	0
gene5897	2.78183819588201	0
gene5898	-1.23680907916039	0
gene5899	0	0
gene5900	0	0
gene5901	0	0
gene5902	0	-0.279462083010698
gene5903	0	0
gene5904	0	0
gene5905	0	0
gene5906	0	0
gene5907	0	0
gene5908	1.97266362367745	0
gene5909	0	0
gene5910	0	0
gene5911	-1.67112205653226	0
gene5912	0	0.0646498694638336
gene5913	0	0
gene5914	0	0
gene5915	0	0
gene5916	0	0
gene5917	0	0
gene5918	0	0
gene5919	0	0
gene5920	0	0
gene5921	0	-2.52217578722733
gene5922	0	0
gene5923	0	0
gene5924	0	-0.490665939073274
gene5925	0	0
gene5926	0	0
gene5927	0	0
gene5928	0	0
gene5929	0	0
gene5930	-0.0373046683041926	0
gene5931	0	0
gene5932	0	-0.830953074068223
gene5933	0	0
gene5934	0	0
gene5935	0	0
gene5936	0	0
gene5937	0	0
gene5938	0	0
gene5939	0	0
gene5940	0	0
gene5941	0	0
gene5942	0	0
gene5943	0	0
gene5944	0	0
gene5945	0	0
gene5946	0	0
gene5947	0	0
gene5948	0	-0.698214239676274
gene5949	0	0
gene5950	0	0
gene5951	0	0
gene5952	0	0
gene5953	0	0
gene5954	0	0
gene5955	0	0
gene5956	0	0
gene5957	0	0
gene5958	0	0
gene5959	0	0
gene5960	0	0
gene5961	0	0
gene5962	0	0
gene5963	0	0.12248481070045
gene5964	0	0
gene5965	0	0
gene5966	0	0
gene5967	0	0
gene5968	0	0
gene5969	0.389428621210783	0
gene5970	0	0
gene5971	0	-1.0626061706599
gene5972	0	0
gene5973	0	1.75584528779948
gene5974	0	0
gene5975	0	0
gene5976	0	1.27735489365624
gene5977	0	0.260628435546648
gene5978	0	0
gene5979	0	0
gene5980	0	0
gene5981	0	0
gene5982	0	0
gene5983	0	-1.96314708443516
gene5984	0	0
gene5985	0	0
gene5986	0.135928499600848	0
gene5987	0	0
gene5988	0	0
gene5989	0	0
gene5990	0	0
gene5991	0	0
gene5992	-0.258476041048133	0
gene5993	0	0
gene5994	0	0
gene5995	0.40211702020088	0
gene5996	0	0
gene5997	0	0
gene5998	0	0
gene5999	0	0
gene6000	0.208893090699933	0
gene6001	0	0
gene6002	0	0
gene6003	0	0
gene6004	0	0
gene6005	0	0
gene6006	0	-0.141268438125545
gene6007	0	0
gene6008	0	0
gene6009	0	0
gene6010	0	0
gene6011	0	0
gene6012	0	0
gene6013	0	0
gene6014	0	0
gene6015	0	0
gene6016	0	0.0978827817913219
gene6017	0	0
gene6018	0	0
gene6019	0	0
gene6020	0	0
gene6021	0	0.456665326965182
gene6022	0	0
gene6023	0	0
gene6024	0	0
gene6025	0	0
gene6026	0	0
gene6027	0	0
gene6028	0	0
gene6029	0	0
gene6030	0	0
gene6031	0	0
gene6032	0.673004060549396	0.167452388676038
gene6033	2.78321987705847	0
gene6034	0	0
gene6035	0	0
gene6036	0	0
gene6037	0	0
gene6038	0	0
gene6039	0	0
gene6040	0	0
gene6041	0.31778407398833	0
gene6042	0	0
gene6043	0	0
gene6044	0	-0.785953171247063
gene6045	0	0
gene6046	0	0
gene6047	0	0
gene6048	0	0
gene6049	0	0
gene6050	0	0
gene6051	0	0
gene6052	0	0
gene6053	0	0
gene6054	0	0
gene6055	0	0
gene6056	0	0
gene6057	0	0
gene6058	0	0
gene6059	0	0
gene6060	0	0
gene6061	0	0
gene6062	0	0
gene6063	0	0
gene6064	0	0
gene6065	0	0
gene6066	0	0
gene6067	0	0
gene6068	0	0
gene6069	0	0
gene6070	0	0
gene6071	0.384301972451919	0
gene6072	0	0
gene6073	0	0
gene6074	0	0
gene6075	0	0
gene6076	0	0
gene6077	0	0
gene6078	0	0
gene6079	0	0
gene6080	0	0
gene6081	0	0
gene6082	0	0
gene6083	0	0
gene6084	0	0
gene6085	0	0
gene6086	0.856029077925143	0
gene6087	0	0
gene6088	0	0
gene6089	0	-0.21702880486823
gene6090	0	0
gene6091	0	-0.312970906376837
gene6092	0	0
gene6093	0	0
gene6094	0	0
gene6095	0	0
gene6096	0	0
gene6097	0	0
gene6098	0	0
gene6099	0	0
gene6100	-2.16219662642874	0
gene6101	0	0
gene6102	0	0
gene6103	0	0
gene6104	0	0
gene6105	0	0
gene6106	0	0
gene6107	0	0
gene6108	0	0
gene6109	1.10158900447047	0
gene6110	0	0
gene6111	0	0
gene6112	0	0
gene6113	0	0
gene6114	0	0
gene6115	0	0
gene6116	0	0
gene6117	0	-0.468455095176563
gene6118	0	0
gene6119	0	0
gene6120	0	0
gene6121	-0.398888554288239	0
gene6122	0	0
gene6123	0	0
gene6124	0	0
gene6125	0	-0.425818776641327
gene6126	0	0
gene6127	0	0
gene6128	0	0
gene6129	0	0
gene6130	0	0
gene6131	0	0
gene6132	0.349021583830281	0
gene6133	0	0
gene6134	0	0
gene6135	0	0
gene6136	0	0
gene6137	0	0
gene6138	0	0
gene6139	0	0
gene6140	0	0
gene6141	0	0
gene6142	0	0
gene6143	0	0
gene6144	0	0
gene6145	0	0
gene6146	0	0
gene6147	0	0.225607164319544
gene6148	0	0
gene6149	0	0
gene6150	0	0
gene6151	0	0
gene6152	0	0
gene6153	0	0
gene6154	0	0
gene6155	0	0
gene6156	0	0
gene6157	0	0
gene6158	0	0
gene6159	0	0
gene6160	0	0
gene6161	0	0
gene6162	0	0
gene6163	0	0
gene6164	0	0
gene6165	0	0
gene6166	0	0
gene6167	0	0
gene6168	0	0
gene6169	0	0
gene6170	0	0
gene6171	0	0
gene6172	0	0
gene6173	0	0
gene6174	-1.6840509922215	0
gene6175	0	0
gene6176	-0.617212077087944	0
gene6177	0	0
gene6178	0	0
gene6179	0	0
gene6180	0	0
gene6181	0	0
gene6182	0	0.23222609174666
gene6183	0	0
gene6184	0	0
gene6185	0	0
gene6186	0	0
gene6187	0	0
gene6188	0	0
gene6189	0	0
gene6190	0	0
gene6191	0	0
gene6192	0	1.06087294744522
gene6193	0	0
gene6194	0	0.690852759198549
gene6195	0	0
gene6196	0	0
gene6197	0	0
gene6198	0	0
gene6199	-1.26890616655983	0
gene6200	0	-0.933506668767192
gene6201	0	0
gene6202	0	0
gene6203	0	0
gene6204	0	0
gene6205	0	0
gene6206	0	0
gene6207	0	0
gene6208	0.340157494833474	0
gene6209	0	0
gene6210	0	0.688299392952169
gene6211	0	0
gene6212	0	0
gene6213	0	0
gene6214	0	0
gene6215	0	0
gene6216	0	0
gene6217	0	0
gene6218	0	0
gene6219	0.353561881873516	0
gene6220	0.489032116694214	0
gene6221	0	1.0145128453045
gene6222	1.66723559773312	0
gene6223	0	0
gene6224	0	-1.04894740639828
gene6225	0	0
gene6226	0	0.666973259754105
gene6227	0	0
gene6228	0	0
gene6229	0	0
gene6230	0	1.10100909535735
gene6231	0	0
gene6232	0	0
gene6233	0	0
gene6234	0	0
gene6235	-1.65811211543866	0
gene6236	0	0
gene6237	0	0
gene6238	0	0
gene6239	0	0
gene6240	0	0
gene6241	0	0
gene6242	-0.224035501563866	0
gene6243	0	0
gene6244	0	0
gene6245	0.779152231648144	0
gene6246	0	0
gene6247	0.296075917156667	0
gene6248	0	0
gene6249	-1.01660563499599	0
gene6250	0	0
gene6251	0	0
gene6252	0	0
gene6253	0	0
gene6254	0	0
gene6255	0.502387654279694	0
gene6256	0	0
gene6257	0	0
gene6258	0	0
gene6259	0	0
gene6260	0	0
gene6261	0	0
gene6262	0	0
gene6263	0	0
gene6264	0	0
gene6265	-1.00836095691999	0
gene6266	0	0
gene6267	0	0
gene6268	0	1.23468404919618
gene6269	0.520337255924006	0
gene6270	0	0
gene6271	0	0
gene6272	0	0
gene6273	0	0
gene6274	0	0
gene6275	-1.76291980644341	0
gene6276	0	0
gene6277	0	0
gene6278	0	0
gene6279	0	0
gene6280	0	0
gene6281	0	0
gene6282	0	0
gene6283	0	0
gene6284	0	0
gene6285	0	0
gene6286	0	0
gene6287	0	2.36175207520596
gene6288	0	0
gene6289	0	0
gene6290	-0.462974230147604	0
gene6291	0	-0.290461899566386
gene6292	0	0
gene6293	0.898607835055454	3.10802741013461
gene6294	0	0
gene6295	0	0
gene6296	0	0
gene6297	0	0
gene6298	0	0
gene6299	0	0
gene6300	0	0
gene6301	0	0
gene6302	0	0
gene6303	0	0
gene6304	0	0
gene6305	0	0
gene6306	0	0
gene6307	-0.187683055331257	0
gene6308	0	0
gene6309	0	0
gene6310	0	0
gene6311	0	0
gene6312	0	0
gene6313	0	0
gene6314	0	0
gene6315	0	0
gene6316	0	0
gene6317	0	0
gene6318	0	0
gene6319	0	0
gene6320	0	1.03573537370726
gene6321	0	0
gene6322	0	0
gene6323	0	0
gene6324	0	0
gene6325	0	0
gene6326	0	0
gene6327	0	0
gene6328	0	0
gene6329	0	0
gene6330	0	0
gene6331	0	0
gene6332	0	0
gene6333	0	0
gene6334	0	0
gene6335	0	0
gene6336	0	0
gene6337	0	0
gene6338	0	-1.92490650797032
gene6339	0	0
gene6340	1.73931930301525	0
gene6341	0	0
gene6342	0	0
gene6343	0	0
gene6344	0	0
gene6345	0	0
gene6346	0	0
gene6347	0	0
gene6348	0	0
gene6349	0	0
gene6350	0	0
gene6351	0	0
gene6352	0.640562721692117	0
gene6353	0	-0.641711150728671
gene6354	0	0
gene6355	0	0
gene6356	0	0
gene6357	0	0
gene6358	0	0
gene6359	0	0
gene6360	0	0
gene6361	-1.32424094952533	0
gene6362	0	0
gene6363	0.641864341831934	0
gene6364	0	0
gene6365	0	0
gene6366	0	0
gene6367	0	0
gene6368	0	0
gene6369	0	0
gene6370	0	0
gene6371	0	0
gene6372	0	0
gene6373	0	0
gene6374	-1.18720074191461	0
gene6375	0	0
gene6376	0	0
gene6377	0	0
gene6378	-1.13070915922074	0
gene6379	0	0
gene6380	0	0
gene6381	0	0
gene6382	0	0
gene6383	0	0
gene6384	0	0
gene6385	0	0
gene6386	0	0
gene6387	0	0
gene6388	0	0
gene6389	0	0
gene6390	0	0
gene6391	0	0
gene6392	0	0
gene6393	0	0
gene6394	0	0
gene6395	0	0
gene6396	0	-2.54132918932776
gene6397	0	0
gene6398	0	0
gene6399	0	0
gene6400	0	0
gene6401	0	0
gene6402	-0.0525707974619622	0
gene6403	0	0
gene6404	0	0
gene6405	-2.01328723136825	0
gene6406	0	0
gene6407	0	0
gene6408	0	0
gene6409	0	0
gene6410	0	0
gene6411	0	0
gene6412	0	0
gene6413	-0.721840499267694	0
gene6414	0	0
gene6415	0	0
gene6416	0	0
gene6417	0	0
gene6418	0	0
gene6419	0	0
gene6420	0	0
gene6421	0	0
gene6422	0	0
gene6423	0	0
gene6424	0	0
gene6425	0	0
gene6426	0	0
gene6427	0	0
gene6428	0	0
gene6429	0	0
gene6430	0	0
gene6431	0	0
gene6432	0	0
gene6433	0	0
gene6434	0	0
gene6435	0	0.886323801009445
gene6436	0	0
gene6437	0	0
gene6438	-0.583945085094962	0
gene6439	0	0
gene6440	0	-0.117699839043229
gene6441	1.31906645792613	0
gene6442	1.90641417274684	0
gene6443	0	0
gene6444	0	0
gene6445	0	0
gene6446	0	0
gene6447	0	0
gene6448	0	0
gene6449	0	0
gene6450	0	0
gene6451	0	0
gene6452	0	0
gene6453	0	0
gene6454	0	0
gene6455	0.422954314423502	0
gene6456	0	-0.581838642926836
gene6457	0	-1.57070612651889
gene6458	0	-1.79296780365571
gene6459	0	-2.51347293893304
gene6460	0	0
gene6461	0	0
gene6462	-0.841216424554024	0
gene6463	0	0
gene6464	0	0
gene6465	0	0
gene6466	0	0
gene6467	0	0
gene6468	0	0
gene6469	0	0
gene6470	0	0
gene6471	0	0
gene6472	0	0
gene6473	0	0
gene6474	0	0
gene6475	0	0
gene6476	0	0
gene6477	0	0
gene6478	0	0
gene6479	0	0
gene6480	0	0
gene6481	0	0
gene6482	0	0
gene6483	0	0
gene6484	0	0
gene6485	0	0
gene6486	0	0
gene6487	0	0
gene6488	0	-0.249701275360924
gene6489	0	0
gene6490	0	0
gene6491	0	0
gene6492	0	0
gene6493	0	0
gene6494	0	0
gene6495	0	0
gene6496	0	0
gene6497	0	0
gene6498	0	0
gene6499	0	0
gene6500	0	0
gene6501	0	0
gene6502	1.56201680358217	0
gene6503	0	0
gene6504	0	0
gene6505	0	0
gene6506	0	0
gene6507	0	-1.40007060916365
gene6508	0	0
gene6509	0	0
gene6510	0	0
gene6511	0	0
gene6512	0	0
gene6513	0	0
gene6514	0	0
gene6515	0	0
gene6516	0	0
gene6517	0	0
gene6518	0	0
gene6519	0	0
gene6520	0	0
gene6521	0	0
gene6522	0	0
gene6523	0	0
gene6524	0	0
gene6525	0	0
gene6526	0	0
gene6527	0	0
gene6528	0	0
gene6529	0	0
gene6530	0	0
gene6531	0	0
gene6532	0	0
gene6533	0.00151810323852691	0
gene6534	0	0
gene6535	0	0
gene6536	0	0
gene6537	0	0
gene6538	0	0
gene6539	0	0
gene6540	0	0
gene6541	0	0
gene6542	0	0
gene6543	0	0
gene6544	0	0
gene6545	0	0
gene6546	0	0
gene6547	0	0
gene6548	0	0
gene6549	0	0
gene6550	0	0
gene6551	0	0
gene6552	0	0
gene6553	0	0.816569208250767
gene6554	0	0
gene6555	0	0
gene6556	0	0
gene6557	0	0
gene6558	0	0
gene6559	0	0
gene6560	0	0
gene6561	0	0
gene6562	0	0
gene6563	0	0
gene6564	0	0
gene6565	0	0
gene6566	0	0
gene6567	0	0
gene6568	0	0
gene6569	0	0
gene6570	2.28778219475906	0
gene6571	0	0
gene6572	0	0
gene6573	0.172866410397301	0
gene6574	0	0
gene6575	0	0
gene6576	0	0
gene6577	0.742011681227276	0
gene6578	0	0
gene6579	0.866517695775458	1.86634381795908
gene6580	0	0
gene6581	0	0
gene6582	2.30239121126327	-0.728165834839556
gene6583	0	0
gene6584	0	-1.63141691908407
gene6585	0	0
gene6586	0	0
gene6587	0	0
gene6588	0	0
gene6589	0	0
gene6590	0	-0.072827153508308
gene6591	0	0
gene6592	-1.15477033300494	0
gene6593	0	0
gene6594	0.980986300262864	0
gene6595	0	-0.791688830534222
gene6596	0	0.00996071469413914
gene6597	0	0
gene6598	0	1.3071493941885
gene6599	-0.64609683729093	-1.56622944818984
gene6600	0.648811157597901	0
gene6601	0	0
gene6602	0	0
gene6603	0	0
gene6604	0	0
gene6605	0	0
gene6606	0	0
gene6607	0	0
gene6608	0	0
gene6609	0	0.0610931542086807
gene6610	0	0
gene6611	0	0
gene6612	0	0
gene6613	0	0
gene6614	0	0
gene6615	0	0
gene6616	0	0
gene6617	0	0
gene6618	0	0
gene6619	0	0
gene6620	1.21134076352292	0
gene6621	0	0
gene6622	0	0
gene6623	0	0
gene6624	0	0
gene6625	0	0
gene6626	0	-3.36988306750604
gene6627	0	0
gene6628	0.976270801208915	0
gene6629	0.805548631303092	0
gene6630	-0.431422227878029	0
gene6631	0	0
gene6632	0	0
gene6633	0	0
gene6634	0	0
gene6635	0	0
gene6636	0	0
gene6637	0	0
gene6638	0	0
gene6639	0	0
gene6640	0	0
gene6641	0	0
gene6642	0	0
gene6643	0	0
gene6644	-1.14823343886115	0
gene6645	0	0
gene6646	0.126296765041447	0
gene6647	0	0
gene6648	0	0
gene6649	0	0.951515028574534
gene6650	-0.872292380302346	0
gene6651	0	0
gene6652	0	0
gene6653	-0.606769064728957	0
gene6654	0	0
gene6655	0	0
gene6656	0	0
gene6657	0	0
gene6658	-0.440304863110636	0
gene6659	0	0
gene6660	0	-1.94524120508506
gene6661	0	0
gene6662	0	0
gene6663	-0.748496889873288	0
gene6664	0	0
gene6665	0	0
gene6666	0	0
gene6667	0	0
gene6668	0	0
gene6669	0	0
gene6670	0	0
gene6671	0	0
gene6672	0	0
gene6673	0	1.14574792748619
gene6674	0	0
gene6675	0	0
gene6676	0	0
gene6677	1.12318850517486	0
gene6678	0	0
gene6679	0	0
gene6680	0	0
gene6681	0	0
gene6682	0	0
gene6683	0	0
gene6684	0	0
gene6685	0	0
gene6686	0	0
gene6687	-3.26240240075904	0
gene6688	0	0
gene6689	0	0
gene6690	0	0
gene6691	0	0
gene6692	2.37901410843898	0
gene6693	0	0
gene6694	0	0
gene6695	0	0.650282981864566
gene6696	0	0
gene6697	0.338077815154756	0
gene6698	-1.66233334284599	-1.37730499979958
gene6699	0	0
gene6700	0	0
gene6701	0	0
gene6702	0	0
gene6703	0	0
gene6704	0	0
gene6705	0	0
gene6706	0	0.299572249002305
gene6707	0	0
gene6708	0	0
gene6709	0	-2.1941603274297
gene6710	0	0
gene6711	0	0
gene6712	0	0.370047080912246
gene6713	-0.157835086667277	-0.420184414651416
gene6714	0	0
gene6715	0	0
gene6716	0	0
gene6717	0	0
gene6718	0	0
gene6719	0	-1.29578838597384
gene6720	0	0
gene6721	0	-0.989187448527704
gene6722	0	0
gene6723	0	0
gene6724	0	0
gene6725	0	0
gene6726	0	0
gene6727	0	0
gene6728	0	0
gene6729	0	0
gene6730	0	0
gene6731	0	0
gene6732	0	0
gene6733	0	0
gene6734	0	0
gene6735	0	0
gene6736	0	0
gene6737	0	0
gene6738	0	0
gene6739	-0.961276443089006	0
gene6740	0	0
gene6741	0	0.352540366132879
gene6742	0	0
gene6743	0	0
gene6744	0	0.813371948684672
gene6745	0	0
gene6746	0	0
gene6747	0	-1.79522961920542
gene6748	0	0
gene6749	0	0
gene6750	0	0
gene6751	0	0
gene6752	0	0
gene6753	0	0
gene6754	0	0
gene6755	0	0
gene6756	0	0
gene6757	0	0
gene6758	0	0
gene6759	0	0
gene6760	0	0
gene6761	0	0
gene6762	0	0
gene6763	0	0
gene6764	0	0
gene6765	0	0
gene6766	0	0
gene6767	0	1.198960047269
gene6768	0	0
gene6769	0	0
gene6770	-0.494820016716089	0
gene6771	0	0
gene6772	0	0
gene6773	0	0
gene6774	0	0
gene6775	0	0
gene6776	0	0
gene6777	0	0
gene6778	0	0
gene6779	0	0
gene6780	0	0
gene6781	0	0
gene6782	0	0
gene6783	0	0
gene6784	0.879145623958124	0
gene6785	0	0
gene6786	0	0
gene6787	0	0
gene6788	0	0
gene6789	0	0
gene6790	0	-0.0291816929344632
gene6791	0	0
gene6792	0	0
gene6793	0	0
gene6794	0	0
gene6795	0	0
gene6796	-3.2982093767572	0
gene6797	0	0
gene6798	0	0
gene6799	0	0
gene6800	0	0
gene6801	0.062139035188861	0
gene6802	0	0
gene6803	0	0
gene6804	0	0
gene6805	0	0
gene6806	0	0
gene6807	0	0
gene6808	0.72202490369531	0
gene6809	0	0
gene6810	0	0
gene6811	0	0
gene6812	0	0
gene6813	0	0
gene6814	0	0
gene6815	0	0.483686294110093
gene6816	0	0
gene6817	0	0
gene6818	0	0
gene6819	0	0
gene6820	0	0
gene6821	0	0
gene6822	0	0
gene6823	0	0
gene6824	0	1.30467676657304
gene6825	0	0
gene6826	0.807458922036633	0
gene6827	0	0
gene6828	0	0
gene6829	0	0
gene6830	0	0
gene6831	0	0.737519277587011
gene6832	0	-0.177001499338893
gene6833	0	0
gene6834	0	0
gene6835	0	0
gene6836	0	0
gene6837	0	0
gene6838	0	0
gene6839	0	0
gene6840	0	0
gene6841	0	0
gene6842	0	0
gene6843	0	0
gene6844	0	0
gene6845	0	0
gene6846	0	0
gene6847	0	0
gene6848	0	0
gene6849	0	0
gene6850	0	0
gene6851	0	0
gene6852	0	0
gene6853	0	0
gene6854	0	0
gene6855	0	0
gene6856	0	0
gene6857	0	0
gene6858	-0.618943843108308	0
gene6859	0	0
gene6860	0	0
gene6861	0	0
gene6862	0	0
gene6863	0	0
gene6864	0	0
gene6865	0	0
gene6866	0	0
gene6867	0	0
gene6868	0	0
gene6869	0	0
gene6870	0.592528765015794	0
gene6871	0	0
gene6872	0	0
gene6873	0	0
gene6874	0	0
gene6875	0	0
gene6876	0	0
gene6877	0	2.8653107982265
gene6878	0	0
gene6879	0	0
gene6880	0	0
gene6881	0	0
gene6882	0	0
gene6883	0	0
gene6884	0	0
gene6885	0.651589794219109	0
gene6886	0	0
gene6887	0	0
gene6888	0	1.0224044792651
gene6889	0	0
gene6890	0	0
gene6891	0	0
gene6892	0	0
gene6893	0	0
gene6894	0	0
gene6895	0	0
gene6896	0	0
gene6897	0	0
gene6898	0	0
gene6899	0	-1.48208664477778
gene6900	0	0
gene6901	0	0
gene6902	0	0
gene6903	0	0
gene6904	0	0
gene6905	0	0
gene6906	0	0
gene6907	0	0
gene6908	0	0
gene6909	0.777466800944138	0
gene6910	0	0
gene6911	0	0
gene6912	0	0
gene6913	0	0
gene6914	0	0
gene6915	1.0301067024358	0.387097502431075
gene6916	0	0
gene6917	0	0
gene6918	0	0
gene6919	0	0
gene6920	0	0
gene6921	0	0
gene6922	0	0
gene6923	0	0
gene6924	0	0
gene6925	0	0
gene6926	0	0
gene6927	0	0
gene6928	0	0
gene6929	0	0
gene6930	2.02498699795581	0
gene6931	0	0
gene6932	0	0
gene6933	0	0
gene6934	0	0
gene6935	0	0
gene6936	0	0
gene6937	0	0
gene6938	0	0
gene6939	0	0
gene6940	-1.39511841853701	0
gene6941	0	0
gene6942	0	0
gene6943	0	0
gene6944	0	0
gene6945	0	0
gene6946	0	0
gene6947	0	0
gene6948	0	0
gene6949	0	0
gene6950	0	-0.349086650731192
gene6951	0	0
gene6952	0	0
gene6953	0	0
gene6954	0	0
gene6955	0	-1.174674762261
gene6956	-0.923646991800583	0
gene6957	0	0
gene6958	0	0
gene6959	0	0
gene6960	0	0
gene6961	0	0
gene6962	0	0
gene6963	0	0
gene6964	0	0
gene6965	0	0
gene6966	0	0
gene6967	0	0
gene6968	0	0
gene6969	0	0
gene6970	0	0
gene6971	0	0
gene6972	0	0
gene6973	0	0
gene6974	0	0
gene6975	0	0
gene6976	0	0
gene6977	0	0
gene6978	0	0
gene6979	0	0
gene6980	0	0
gene6981	0	0
gene6982	0	0
gene6983	0	-0.326995854194424
gene6984	0	0
gene6985	0	0
gene6986	0	0
gene6987	0	0
gene6988	0	0
gene6989	0	0
gene6990	0	0
gene6991	0	0
gene6992	0	0.935554843004603
gene6993	0	0
gene6994	0	0
gene6995	0	0
gene6996	0	0
gene6997	0	0
gene6998	0	-0.16558538711761
gene6999	0	0
gene7000	0	0
gene7001	-1.6052283065953	0
gene7002	0	0
gene7003	0	0
gene7004	0	0
gene7005	0	-0.664429435310263
gene7006	0	0
gene7007	0	-0.904617343832907
gene7008	0	0
gene7009	-1.990870139814	0
gene7010	0	0
gene7011	0	0
gene7012	0	0
gene7013	0	0
gene7014	0	0
gene7015	1.25789358442935	0
gene7016	0	0
gene7017	0	0
gene7018	0	0
gene7019	1.45894691512158	0
gene7020	0	0
gene7021	0	0
gene7022	0	0
gene7023	0	0
gene7024	0	0
gene7025	0	0
gene7026	0	0
gene7027	0	0
gene7028	0	-1.0064306741184
gene7029	0	0
gene7030	0	-0.446501019154805
gene7031	0	0
gene7032	0	-1.5558949195617
gene7033	0	0
gene7034	0	0
gene7035	0	0
gene7036	0	0
gene7037	0	0
gene7038	-1.67280294941343	0
gene7039	0	1.44799114028771
gene7040	0	0
gene7041	0	0
gene7042	0	-1.79388434984237
gene7043	0	0
gene7044	0	0
gene7045	0	0
gene7046	0	1.65195240156339
gene7047	0	0
gene7048	0	0
gene7049	0	0
gene7050	0	0
gene7051	0	0
gene7052	0	0
gene7053	0	0
gene7054	0	-0.401560288380095
gene7055	0	0
gene7056	0	0
gene7057	0	0
gene7058	0	0
gene7059	0	-2.48009094635536
gene7060	-0.0442649759708022	0
gene7061	0	-1.04471087103794
gene7062	0	0
gene7063	0	0
gene7064	0	0
gene7065	-3.02123033183746	0
gene7066	0	0
gene7067	0	0
gene7068	0	0
gene7069	0	0
gene7070	0	0
gene7071	0	-0.53331209040931
gene7072	0	0
gene7073	0	0
gene7074	0	0
gene7075	0	0
gene7076	0	0
gene7077	0	0
gene7078	0	0
gene7079	0	0
gene7080	0	0
gene7081	0	0
gene7082	0	0
gene7083	0	0
gene7084	0	0
gene7085	0	0
gene7086	0	0
gene7087	0	0
gene7088	0	0
gene7089	0	0
gene7090	0	0
gene7091	0	0
gene7092	0	0
gene7093	0	0
gene7094	0	0
gene7095	1.95498829788577	0
gene7096	0	0
gene7097	0	0
gene7098	0	0
gene7099	0	0
gene7100	0	0
gene7101	0	0
gene7102	0	0
gene7103	0	0
gene7104	0	0
gene7105	0	0
gene7106	0	0
gene7107	0	0
gene7108	0	0
gene7109	0	-0.997652972451479
gene7110	0	0
